property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,built_up_area,study room,servant room,store room,pooja room,others,age_category,furnishing_type,luxury_score,combined_rating,coordinates,latitude,longitude
flat,godrej aria,sector 79,1.0,6653.0,2,2,2,4.0,North-West,1300.0,1,0,0,0,0,Relatively New,Unfurnished,23,4.4,"28.3624° N, 76.9787° E",28.3624, 76.9787
flat,godrej oasis,sector 88a,1.0,6897.0,2,2,3,7.0,North-West,1611.0,1,0,0,0,0,Relatively New,Unfurnished,47,4.7,"28.4347° N, 76.9557° E",28.4347, 76.9557
flat,godrej oasis,sector 88a,0.95,7269.0,2,2,2,6.0,North-West,1452.0,0,0,0,0,0,Relatively New,Unfurnished,51,4.7,"28.4347° N, 76.9557° E",28.4347, 76.9557
flat,ireo uptown,sector 66,1.85,12568.0,2,3,3,16.0,South-East,1470.0,0,1,0,0,1,Relatively New,Furnished,49,5.0,"28.3925° N, 77.0541° E",28.3925, 77.0541
flat,emaar mgf palm hills,sector 77,1.65,8462.0,4,3,3,9.0,South,1765.0,0,1,0,0,0,Relatively New,Unfurnished,68,4.6,"28.3801° N, 76.9845° E",28.3801, 76.9845
flat,m3m woodshire,sector 107,1.32,6331.0,3,3,3,10.0,East,1758.0,0,0,0,0,0,Relatively New,Unfurnished,72,4.6,"28.5052° N, 76.9729° E",28.5052, 76.9729
flat,m3m woodshire,sector 107,1.02,6649.0,2,2,3,6.0,North-East,1388.0,1,0,0,0,0,Relatively New,Unfurnished,71,4.6,"28.5052° N, 76.9729° E",28.5052, 76.9729
flat,sbtl caladium,sector 109,1.88,6154.0,4,5,3,10.0,North-East,2765.0,0,0,0,0,0,Relatively New,Unfurnished,66,4.25,"28.5073° N, 77.0089° E",28.5073, 77.0089
flat,conscient heritage max,sector 102,2.15,9307.0,3,4,3,13.0,South,1945.0,1,1,0,0,0,Relatively New,Unfurnished,60,4.9,"28.4750° N, 76.9715° E",28.4750, 76.9715
flat,puri diplomatic greens,sector 111,2.58,11727.0,3,4,2,10.0,North,1991.0,0,1,0,0,0,Moderately Old,Unfurnished,56,4.2,"28.5238° N, 77.0320° E",28.5238, 77.0320
flat,puri diplomatic greens,sector 111,2.25,13235.0,3,3,2,12.0,North-East,1538.0,0,0,0,0,0,Relatively New,Unfurnished,61,4.2,"28.5238° N, 77.0320° E",28.5238, 77.0320
flat,ats tourmaline,sector 109,1.75,8140.0,3,4,3+,9.0,North-East,1946.0,0,1,0,0,0,Relatively New,Unfurnished,59,4.6,"28.5073° N, 77.0089° E",28.5073, 77.0089
flat,experion the heartsong,sector 108,0.93,6078.0,2,3,3,10.0,East,1161.0,0,0,0,0,0,Relatively New,Unfurnished,54,4.4,"28.5134° N, 76.9830° E",28.5134, 76.9830
flat,experion windchants,sector 112,4.75,12623.0,3,5,3+,4.0,West,3405.0,0,1,0,0,0,Relatively New,Furnished,21,4.6,"28.5189° N, 77.0183° E",28.5189, 77.0183
flat,bestech altura,sector 79,1.72,8000.0,3,4,3+,5.0,North-East,1695.0,0,1,0,0,0,Relatively New,Furnished,110,3.75,"28.3624° N, 76.9787° E",28.3624, 76.9787
flat,tata primanti,sector 72,6.75,19286.0,4,4,3+,0.0,North-East,4000.0,0,1,0,0,0,New Property,Furnished,111,4.4,"28.4225° N, 77.0211° E",28.4225, 77.0211
flat,emaar digihomes,sector 62,2.45,16003.0,2,2,2,7.0,North-East,1200.0,1,0,0,0,0,New Property,Semi-Furnished,111,4.25,"28.4139° N, 77.0886° E",28.4139, 77.0886
flat,ss the leaf,sector 85,2.2,6934.0,4,5,3+,4.0,East,2545.0,0,0,0,0,0,Relatively New,Unfurnished,69,4.3,"28.4042° N, 76.9513° E",28.4042, 76.9513
flat,tata primanti,sector 72,5.25,15648.0,4,4,3+,30.0,North-East,3000.0,0,1,0,0,0,New Property,Furnished,112,4.4,"28.4225° N, 77.0211° E",28.4225, 77.0211
flat,tata primanti,sector 72,5.0,11364.0,4,4,3+,2.0,North-East,4000.0,1,1,1,0,0,New Property,Furnished,112,4.4,"28.4225° N, 77.0211° E",28.4225, 77.0211
flat,tata primanti,sector 72,5.0,11111.0,4,4,3+,2.0,North-East,4500.0,1,1,0,1,1,Moderately Old,Furnished,111,4.4,"28.4225° N, 77.0211° E",28.4225, 77.0211
flat,la vida by tata housing,sector 113,2.7,16364.0,3,4,3+,4.0,North-West,2217.0,0,1,0,0,0,Relatively New,Furnished,23,4.3,"28.5287° N, 77.0233° E",28.5287, 77.0233
flat,bestech park view city,sector 48,2.65,10323.0,4,4,3+,11.0,North-East,2134.0,1,1,0,0,0,Moderately Old,Furnished,112,4.7,"28.4177° N, 77.0359° E",28.4177, 77.0359
flat,ambience creacions,sector 22,1.65,11957.0,2,2,2,9.0,East,1200.0,0,0,0,1,1,Relatively New,Semi-Furnished,82,4.5,"28.5072° N, 77.0640° E",28.5072, 77.0640
flat,ambience creacions,sector 22,2.55,13710.0,3,3,3,8.0,North-East,1600.0,0,0,0,0,1,Relatively New,Semi-Furnished,82,4.5,"28.5072° N, 77.0640° E",28.5072, 77.0640
flat,ambience creacions,sector 22,2.55,13710.0,3,3,3,5.0,North-East,1600.0,0,0,0,0,0,Relatively New,Semi-Furnished,23,4.5,"28.5072° N, 77.0640° E",28.5072, 77.0640
flat,ambience creacions,sector 22,4.3,13916.0,3,4,3+,6.0,South-West,2600.0,0,1,0,0,1,Relatively New,Semi-Furnished,73,4.5,"28.5072° N, 77.0640° E",28.5072, 77.0640
flat,tulip violet,sector 69,1.7,8458.0,4,4,2,10.0,South-West,1804.0,1,1,1,1,0,Relatively New,Unfurnished,112,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,ambience creacions,sector 22,2.4,17391.0,2,2,2,8.0,South-East,1200.0,0,0,0,0,1,Relatively New,Semi-Furnished,72,4.5,"28.5072° N, 77.0640° E",28.5072, 77.0640
flat,imperia the esfera,sector 37,0.87,5513.0,2,3,3+,5.0,North-West,1300.0,1,0,0,0,0,Relatively New,Unfurnished,67,4.25,"28.4375° N, 76.9999° E",28.4375, 76.9999
flat,corona optus,sector 37,1.25,7090.0,3,3,3,4.0,North-West,1350.0,0,0,0,0,1,Relatively New,Unfurnished,23,4.2,"28.4375° N, 76.9999° E",28.4375, 76.9999
flat,imperia the esfera,sector 37,0.99,5455.0,3,5,3+,5.0,North-West,1400.0,0,1,0,0,0,Relatively New,Unfurnished,23,4.25,"28.4375° N, 76.9999° E",28.4375, 76.9999
flat,emaar gurgaon greens,sector 102,1.39,8424.0,3,3,3,7.0,West,1493.0,0,1,0,0,0,Relatively New,Furnished,14,4.6,"28.4750° N, 76.9715° E",28.4750, 76.9715
flat,the close north,sector 50,2.7,10365.0,3,3,3+,6.0,East,2400.0,0,1,0,0,0,Moderately Old,Unfurnished,112,4.5,"28.4178° N, 77.0628° E",28.4178, 77.0628
flat,bptp terra,sector 37,1.75,7987.0,4,4,3,7.0,West,2100.0,0,0,0,0,1,Relatively New,Furnished,76,4.4,"28.4375° N, 76.9999° E",28.4375, 76.9999
flat,bptp terra,sector 37,1.55,7074.0,4,3,3+,19.0,North-East,2100.0,0,0,0,0,1,Relatively New,Furnished,74,4.4,"28.4375° N, 76.9999° E",28.4375, 76.9999
flat,bptp terra,sector 37,1.6,7303.0,4,3,3+,7.0,North,2000.0,0,0,0,0,1,Relatively New,Furnished,74,4.4,"28.4375° N, 76.9999° E",28.4375, 76.9999
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,5.0,East,1466.0,0,0,0,0,0,Relatively New,Unfurnished,22,4.6,"28.5073° N, 77.0089° E",28.5073, 77.0089
flat,bptp astaire gardens,sector 70,1.8,9351.0,3,3,3,3.0,North-West,1925.0,1,0,0,0,0,Relatively New,Unfurnished,86,4.4,"28.3968° N, 77.0233° E",28.3968, 77.0233
flat,m3m woodshire,sector 107,1.65,5961.0,4,5,3+,12.0,North-West,2505.0,0,1,0,0,0,Relatively New,Unfurnished,14,4.6,"28.5052° N, 76.9729° E",28.5052, 76.9729
flat,unitech uniworld city,sector 30,3.55,14992.0,3,5,3+,16.0,North,2367.0,0,1,0,0,0,Old Property,Furnished,96,4.3,"28.4604° N, 77.0579° E",28.4604, 77.0579
flat,dlf the icon,sector 43,6.0,26087.0,4,4,3+,18.0,North-East,2556.0,0,1,0,0,0,Old Property,Furnished,102,4.2,"28.4629° N, 77.0772° E",28.4629, 77.0772
flat,bestech park view city,sector 48,1.8,10251.0,3,4,3,3.0,North-West,1951.0,1,0,0,0,0,Moderately Old,Furnished,49,4.7,"28.4177° N, 77.0359° E",28.4177, 77.0359
flat,aipl the peaceful homes,sector 70,2.5,10638.0,3,4,3,8.0,South,2127.0,0,1,1,0,0,Relatively New,Furnished,111,4.5,"28.3968° N, 77.0233° E",28.3968, 77.0233
flat,hector trimurti heights,sector 39,1.5,6383.0,4,3,3,10.0,South-East,2611.0,0,1,0,0,0,Old Property,Semi-Furnished,23,4.25,"28.4434° N, 77.0515° E",28.4434, 77.0515
flat,vatika lifestyle homes,sector 83,1.04,5699.0,3,2,2,2.0,South-West,1500.0,0,0,0,0,0,Moderately Old,Unfurnished,63,4.2,"28.3986° N, 76.9647° E",28.3986, 76.9647
flat,pyramid urban,sector 67,0.53,8968.0,2,2,1,6.0,West,657.0,0,0,0,0,1,Relatively New,Furnished,23,4.5,"28.3859° N, 77.0608° E",28.3859, 77.0608
flat,shree vardhman victoria,sector 70,1.64,8410.0,3,5,3,8.0,North-East,1527.0,0,1,0,0,0,Relatively New,Unfurnished,72,4.5,"28.3968° N, 77.0233° E",28.3968, 77.0233
flat,emaar mgf emerald floors premier,sector 65,2.9,14684.0,4,4,3+,4.0,North-East,1787.0,1,1,0,0,0,Relatively New,Furnished,96,4.5,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,3,3,3,0.0,North-East,1493.0,1,1,0,0,0,Relatively New,Furnished,97,4.5,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,dlf park place,sector 54,4.85,30180.0,3,4,3+,6.0,North,1785.0,0,1,0,0,0,Moderately Old,Semi-Furnished,98,5.0,"28.4348° N, 77.1089° E",28.4348, 77.1089
flat,vatika gurgaon,sector 83,1.25,6313.0,3,3,2,2.0,West,1792.0,0,1,0,0,0,Relatively New,Unfurnished,70,4.2,"28.3986° N, 76.9647° E",28.3986, 76.9647
flat,shree vardhman flora,sector 90,0.92,4718.0,3,3,2,6.0,North,2167.0,1,0,0,0,0,Relatively New,Furnished,23,4.8,"28.4085° N, 76.9369° E",28.4085, 76.9369
flat,dlf the ultima,sector 81,2.7,12802.0,3,3,3,15.0,North,2343.0,0,1,0,0,0,Relatively New,Furnished,23,4.4,"28.3867° N, 76.9485° E",28.3867, 76.9485
flat,shree vardhman flora,sector 90,0.7,5178.0,2,3,2,7.0,North,1502.0,1,0,0,0,0,Relatively New,Furnished,23,4.8,"28.4085° N, 76.9369° E",28.4085, 76.9369
flat,ss the leaf,sector 85,1.25,7180.0,2,2,2,16.0,North,1934.0,0,0,0,0,0,Relatively New,Furnished,23,4.3,"28.4042° N, 76.9513° E",28.4042, 76.9513
flat,ss the leaf,sector 85,2.3,8179.0,4,4,3+,8.0,South,2545.0,0,1,0,0,0,Relatively New,Unfurnished,14,4.3,"28.4042° N, 76.9513° E",28.4042, 76.9513
flat,ss the leaf,sector 85,2.0,8306.0,3,4,3,8.0,East,2179.0,0,1,0,0,0,Relatively New,Unfurnished,14,4.3,"28.4042° N, 76.9513° E",28.4042, 76.9513
flat,vatika gurgaon,sector 83,1.08,6225.0,3,3,2,11.0,North-East,1570.0,0,0,0,0,1,Relatively New,Unfurnished,9,4.2,"28.3986° N, 76.9647° E",28.3986, 76.9647
flat,emaar mgf emerald estate,sector 65,1.73,12401.0,3,3,3,9.0,North-West,1262.0,0,1,0,0,0,Relatively New,Semi-Furnished,101,4.2,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,emaar mgf emerald estate,sector 65,1.3,20602.0,2,2,2,7.0,West,812.0,1,0,0,0,0,Relatively New,Unfurnished,58,4.2,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4,4,3+,0.0,West,1787.0,1,1,0,0,0,Relatively New,Furnished,99,4.5,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3,3,3+,3.0,South,1493.0,1,1,0,0,0,Relatively New,Unfurnished,96,4.5,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,3,2.0,West,1493.0,1,1,0,0,0,Relatively New,Furnished,108,4.5,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,4,4,3,2.0,North,1800.0,1,0,0,0,0,Relatively New,Furnished,54,4.5,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,emaar mgf emerald floors premier,sector 65,2.35,16207.0,3,3,3,2.0,South-East,1500.0,1,1,0,0,0,Relatively New,Furnished,28,4.5,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,emaar mgf emerald floors premier,sector 65,2.75,13924.0,4,4,3,3.0,North-West,1750.0,1,1,0,0,0,Relatively New,Furnished,63,4.5,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,3,3,3,2.0,North-East,1524.0,1,1,0,0,0,Relatively New,Furnished,83,4.5,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,emaar mgf palm terraces select,sector 66,3.4,14108.0,4,4,3+,2.0,North-East,2210.0,0,1,0,0,0,Relatively New,Furnished,92,4.6,"28.3925° N, 77.0541° E",28.3925, 77.0541
flat,umang winter hills,sector 77,0.8,5961.0,2,2,2,10.0,North,1163.0,0,0,0,0,0,Relatively New,Furnished,23,4.6,"28.3801° N, 76.9845° E",28.3801, 76.9845
flat,.,gwal pahari,7.0,10999.0,4,4,3+,6.0,South-West,5430.0,0,1,0,0,0,Relatively New,Unfurnished,34,4.5,"28.4484° N, 77.0210° E",28.4484, 77.0210
flat,unitech fresco,sector 50,1.8,9590.0,3,4,3+,6.0,North-East,1870.0,0,1,0,0,0,Moderately Old,Furnished,110,4.0,"28.4178° N, 77.0628° E",28.4178, 77.0628
flat,the close north,sector 50,2.65,10685.0,3,4,3+,6.0,North,2470.0,0,1,0,0,0,Moderately Old,Furnished,110,4.5,"28.4178° N, 77.0628° E",28.4178, 77.0628
flat,vatika gurgaon,sector 83,1.05,7000.0,3,3,3,3.0,South-West,1618.0,0,0,1,0,0,Relatively New,Unfurnished,51,4.2,"28.3986° N, 76.9647° E",28.3986, 76.9647
flat,unitech fresco,sector 50,1.88,10479.0,3,3,3+,14.0,North,1790.0,0,0,0,0,1,Moderately Old,Furnished,110,4.0,"28.4178° N, 77.0628° E",28.4178, 77.0628
flat,alpha corp gurgaonone,sector 84,1.15,7497.0,2,2,3,8.0,North-East,1361.0,1,0,0,0,0,Relatively New,Furnished,20,4.4,"28.3979° N, 76.9736° E",28.3979, 76.9736
flat,vatika gurgaon,sector 83,1.33,5565.0,4,4,3,3.0,East,2193.0,0,1,0,0,0,Relatively New,Unfurnished,13,4.2,"28.3986° N, 76.9647° E",28.3986, 76.9647
flat,unitech harmony,sector 50,2.6,9591.0,3,4,2,15.0,North-East,2700.0,0,1,0,0,1,Relatively New,Furnished,110,5.0,"28.4178° N, 77.0628° E",28.4178, 77.0628
flat,the close north,sector 50,2.97,11401.0,3,3,3+,8.0,North,2600.0,0,1,0,0,0,Moderately Old,Furnished,110,4.5,"28.4178° N, 77.0628° E",28.4178, 77.0628
flat,tulip violet,sector 69,1.8,8955.0,4,4,2,9.0,South-West,1819.0,0,0,0,1,0,Relatively New,Furnished,106,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,tulip violet,sector 69,1.78,8856.0,4,4,2,10.0,North-East,1819.0,0,0,0,1,0,Relatively New,Furnished,96,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,tulip violet,sector 69,1.52,9632.0,3,3,2,4.0,South-West,1428.0,0,0,0,1,0,Relatively New,Furnished,96,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,tulip violet,sector 69,1.55,9823.0,3,3,2,9.0,North-East,1428.0,0,0,0,1,0,Relatively New,Furnished,106,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,dlf the skycourt,sector 86,1.55,8031.0,3,3,1,12.0,North-East,1900.0,0,0,0,1,0,Relatively New,Furnished,107,5.0,"28.3986° N, 76.9384° E",28.3986, 76.9384
flat,sapphire eighty three,sector 83,0.4,8547.0,1,1,1,6.0,North-East,520.0,0,0,0,0,0,Relatively New,Semi-Furnished,34,4.75,"28.3986° N, 76.9647° E",28.3986, 76.9647
flat,aipl the peaceful homes,sector 70,2.4,11163.0,3,3,3,11.0,South-West,1946.0,0,1,0,0,0,Relatively New,Unfurnished,68,4.5,"28.3968° N, 77.0233° E",28.3968, 77.0233
flat,vatika the seven lamps,sector 82,1.37,8754.0,3,3,3,11.0,South,2000.0,1,1,0,1,0,Relatively New,Furnished,94,4.8,"28.3935° N, 76.9600° E",28.3935, 76.9600
flat,vatika city,sector 49,2.65,11773.0,3,4,3,11.0,East,1750.75,0,1,0,1,0,Moderately Old,Furnished,90,4.4,"28.4121° N, 77.0480° E",28.4121, 77.0480
flat,godrej summit,sector 104,1.16,6388.0,3,4,3+,8.0,East,2018.0,0,1,0,0,0,Relatively New,Furnished,62,3.9,"28.4788° N, 76.9960° E",28.4788, 76.9960
flat,godrej summit,sector 104,1.05,5833.0,3,4,3+,7.0,East,2000.0,0,1,0,0,0,Relatively New,Furnished,62,3.9,"28.4788° N, 76.9960° E",28.4788, 76.9960
flat,godrej summit,sector 104,1.35,5000.0,4,5,3+,0.0,North-East,3000.0,1,1,1,1,0,Relatively New,Unfurnished,68,3.9,"28.4788° N, 76.9960° E",28.4788, 76.9960
flat,godrej summit,sector 104,1.35,5015.0,4,5,3+,0.0,South-East,2991.0,1,1,1,1,0,Relatively New,Unfurnished,58,3.9,"28.4788° N, 76.9960° E",28.4788, 76.9960
flat,emaar mgf the palm drive,sector 66,2.85,14615.0,3,3,3,11.0,North-East,1920.0,1,0,0,0,0,Relatively New,Furnished,56,4.8,"28.3925° N, 77.0541° E",28.3925, 77.0541
flat,pivotal devaan,sector 84,0.35,6003.0,2,2,1,4.0,East,528.0,0,0,0,0,0,Relatively New,Unfurnished,16,4.0,"28.3979° N, 76.9736° E",28.3979, 76.9736
flat,m3m woodshire,sector 107,0.88,6442.0,2,2,3+,3.0,East,1236.0,0,0,0,0,0,Relatively New,Unfurnished,65,4.6,"28.5052° N, 76.9729° E",28.5052, 76.9729
flat,adani m2k oyster grande,sector 102,2.4,9306.0,3,4,3+,3.0,North-East,2334.0,1,0,0,0,0,Relatively New,Furnished,23,4.4,"28.4750° N, 76.9715° E",28.4750, 76.9715
flat,ireo skyon,sector 60,3.6,12816.0,4,5,3,24.0,North-East,2604.0,0,1,0,0,0,Relatively New,Furnished,23,5.0,"28.4003° N, 77.0975° E",28.4003, 77.0975
flat,paras quartier,gwal pahari,7.5,14019.0,4,4,3+,20.0,North-East,4842.0,0,1,0,1,1,New Property,Furnished,23,4.5,"28.4484° N, 77.0210° E",28.4484, 77.0210
flat,la vida by tata housing,sector 113,1.45,11364.0,2,2,2,6.0,South,1080.0,0,0,0,0,0,Relatively New,Unfurnished,50,4.3,"28.5287° N, 77.0233° E",28.5287, 77.0233
flat,the close north,sector 50,2.35,11768.0,3,3,3+,8.0,North-East,1950.0,0,0,0,0,0,Moderately Old,Furnished,102,4.5,"28.4178° N, 77.0628° E",28.4178, 77.0628
flat,vatika the seven lamps,sector 82,0.9425,6568.0,2,2,2,12.0,East,1299.0,1,0,0,0,0,Relatively New,Furnished,61,4.8,"28.3935° N, 76.9600° E",28.3935, 76.9600
flat,vatika the seven lamps,sector 82,0.805,6192.0,2,2,2,15.0,West,1176.0,0,0,0,0,0,Relatively New,Furnished,73,4.8,"28.3935° N, 76.9600° E",28.3935, 76.9600
flat,the close south,sector 50,3.1,12445.0,3,4,3+,4.0,North-East,2450.0,0,1,0,0,0,Moderately Old,Furnished,102,4.7,"28.4178° N, 77.0628° E",28.4178, 77.0628
flat,vatika the seven lamps,sector 82,1.39,6411.0,3,3,3+,11.0,East,1955.0,1,1,0,0,0,Relatively New,Furnished,73,4.8,"28.3935° N, 76.9600° E",28.3935, 76.9600
flat,vatika the seven lamps,sector 82,0.9375,6533.0,2,2,3+,9.0,North,1299.0,1,0,0,0,0,Relatively New,Furnished,73,4.8,"28.3935° N, 76.9600° E",28.3935, 76.9600
flat,vatika the seven lamps,sector 82,0.775,5934.0,2,2,2,0.0,North-West,1175.0,0,0,0,0,0,Relatively New,Furnished,61,4.8,"28.3935° N, 76.9600° E",28.3935, 76.9600
flat,vatika the seven lamps,sector 82,0.855,5979.0,2,2,2,9.0,North-East,1294.0,1,0,0,0,0,Relatively New,Unfurnished,72,4.8,"28.3935° N, 76.9600° E",28.3935, 76.9600
flat,orris aster court,sector 85,0.685,5221.0,2,2,2,5.0,South-West,1075.0,0,0,0,0,0,Relatively New,Unfurnished,16,4.88,"28.4042° N, 76.9513° E",28.4042, 76.9513
flat,godrej,sector 79,2.03,9046.0,3,4,3+,7.0,South-East,2031.0,0,1,0,0,0,Relatively New,Unfurnished,75,4.7,"28.3624° N, 76.9787° E",28.3624, 76.9787
flat,orris carnation residency,sector 85,0.799,4857.0,3,4,3,4.0,West,1390.0,0,1,0,0,0,Relatively New,Furnished,21,3.8,"28.4042° N, 76.9513° E",28.4042, 76.9513
flat,shree vardhman flora,sector 90,0.645,6789.0,2,2,3,9.0,South-East,1050.0,1,0,0,0,0,Relatively New,Unfurnished,39,4.8,"28.4085° N, 76.9369° E",28.4085, 76.9369
flat,ss the coralwood,sector 84,1.01,5771.0,3,3,2,18.0,North-West,1475.0,0,0,0,0,0,Relatively New,Unfurnished,21,3.8,"28.3979° N, 76.9736° E",28.3979, 76.9736
flat,shree vardhman flora,sector 90,1.27,4951.0,4,5,2,9.0,North-East,2248.0,1,1,0,0,0,New Property,Unfurnished,55,4.8,"28.4085° N, 76.9369° E",28.4085, 76.9369
flat,vatika gurgaon,sector 83,0.84,6747.0,2,2,2,7.0,East,1127.0,0,0,0,0,0,Moderately Old,Furnished,99,4.2,"28.3986° N, 76.9647° E",28.3986, 76.9647
flat,ss the leaf,sector 85,1.77,7350.0,3,4,3,6.0,South-East,1450.0,0,1,0,0,0,Moderately Old,Furnished,78,4.3,"28.4042° N, 76.9513° E",28.4042, 76.9513
flat,tulip violet,sector 69,1.68,8350.0,4,4,2,1.0,South-West,1819.0,0,0,0,1,0,Relatively New,Unfurnished,63,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,tulip violet,sector 69,1.66,8409.0,4,4,1,12.0,South-East,1783.0,0,0,0,1,0,Relatively New,Unfurnished,63,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,tulip violet,sector 69,1.4,8861.0,3,3,2,2.0,North-East,1428.0,0,0,0,1,0,Relatively New,Unfurnished,63,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,dlf the ultima,sector 81,2.29,10926.0,3,4,3+,15.0,West,1900.0,0,1,0,0,0,Relatively New,Semi-Furnished,59,4.4,"28.3867° N, 76.9485° E",28.3867, 76.9485
flat,dlf new town heights,sector 90,1.21,6244.0,3,3,3+,7.0,West,1929.0,0,1,0,1,0,Relatively New,Unfurnished,79,4.4,"28.4085° N, 76.9369° E",28.4085, 76.9369
flat,sare homes,sector 92,0.5,4237.0,3,3,2,1.0,North,1068.0,0,0,0,0,0,Relatively New,Unfurnished,9,4.0,"28.4079° N, 76.9153° E",28.4079, 76.9153
flat,umang winter hills,sector 77,0.7120000000000001,5306.0,2,2,2,6.0,North-West,1057.0,1,0,0,0,0,Relatively New,Unfurnished,66,4.6,"28.3801° N, 76.9845° E",28.3801, 76.9845
flat,emaar mgf emerald floors premier,sector 65,3.0,15190.0,4,4,3+,2.0,South-East,1787.0,0,1,0,0,0,Relatively New,Unfurnished,53,4.5,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,dlf regal gardens,sector 90,1.2,6838.0,3,3,3+,15.0,South-West,1572.0,0,0,0,0,0,Relatively New,Unfurnished,74,4.5,"28.4085° N, 76.9369° E",28.4085, 76.9369
flat,tata primanti,sector 72,3.25,10545.0,3,3,3,2.0,South,2986.0,0,1,0,0,0,Moderately Old,Unfurnished,64,4.4,"28.4225° N, 77.0211° E",28.4225, 77.0211
flat,ashiana mulberry,sohna road,0.9,6143.0,2,2,3+,7.0,North-East,1100.0,1,0,0,0,0,Moderately Old,Furnished,89,4.25,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,ashiana mulberry,sohna road,1.07,6185.0,3,3,3+,7.0,North-East,1600.0,0,0,0,0,0,Relatively New,Unfurnished,104,4.25,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,ss the leaf,sector 85,1.2,7317.0,2,2,3,12.0,South,1484.0,0,0,0,0,0,Relatively New,Furnished,98,4.3,"28.4042° N, 76.9513° E",28.4042, 76.9513
flat,ss the leaf,sector 85,2.15,7646.0,4,5,3+,1.0,South,2545.0,0,1,0,0,0,Relatively New,Unfurnished,100,4.3,"28.4042° N, 76.9513° E",28.4042, 76.9513
flat,tulip violet,sector 69,1.72,8731.0,4,4,1,12.0,North-East,1783.0,0,0,0,0,0,Relatively New,Unfurnished,58,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,tulip violet,sector 69,1.36,8843.0,3,3,1,12.0,North-West,1392.0,0,0,0,1,0,Relatively New,Unfurnished,61,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,tulip violet,sector 69,1.75,8883.0,4,4,1,12.0,North-West,1783.0,0,0,0,0,0,Relatively New,Unfurnished,58,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,tulip violet,sector 69,1.75,8883.0,4,4,1,12.0,North-West,1783.0,0,0,0,0,0,Relatively New,Unfurnished,58,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,tulip violet,sector 69,1.38,8967.0,3,3,1,12.0,West,1392.0,0,0,0,1,0,Relatively New,Unfurnished,59,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,tulip violet,sector 69,1.29,8227.0,3,3,1,12.0,North-East,1419.0,0,0,0,1,0,Relatively New,Furnished,58,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,tulip violet,sector 69,1.37,8676.0,3,3,1,12.0,East,1568.0,0,0,0,1,0,Relatively New,Unfurnished,64,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,tulip violet,sector 69,1.32,8413.0,3,3,1,12.0,South-West,1419.0,0,0,0,1,0,Relatively New,Furnished,59,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,tulip violet,sector 69,1.3,8447.0,3,3,1,12.0,West,1392.0,0,0,0,1,0,Relatively New,Furnished,65,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,dlf new town heights,sector 86,1.3,6736.0,3,3,3,12.0,North,1747.0,0,1,0,0,0,Moderately Old,Furnished,101,4.4,"28.3986° N, 76.9384° E",28.3986, 76.9384
flat,dlf the skycourt,sector 86,1.5,7776.0,3,3,1,15.0,South-East,1550.0,0,0,0,0,0,Relatively New,Unfurnished,108,5.0,"28.3986° N, 76.9384° E",28.3986, 76.9384
