property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,built_up_area,study room,servant room,store room,pooja room,others,age_category,furnishing_type,luxury_score,combined_rating
flat,vatika gurgaon,sector 83,1.1,6162.0,Super Built up area 1785(165.83 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3+,5.0,North-West,1600.0,0,0,0,0,0,Relatively New,Furnished,63,4.2
flat,godrej,sector 79,1.33,8531.0,Super Built up area 1559(144.84 sq.m.),2,2,3,6.0,North-West,1411.0,1,0,0,0,0,Relatively New,Unfurnished,98,4.7
flat,godrej,sector 79,1.34,8524.0,Super Built up area 1572(146.04 sq.m.),2,2,3,2.0,North-West,1423.0,1,0,0,0,0,Relatively New,Unfurnished,98,4.7
flat,godrej,sector 79,1.18,8532.0,Super Built up area 1383(128.48 sq.m.),2,2,3,7.0,North-West,1252.0,0,0,0,0,0,Relatively New,Unfurnished,98,4.7
flat,vatika gurgaon,sector 83,0.95,6574.0,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,5.0,South,1300.0,0,0,0,0,0,Relatively New,Furnished,63,4.2
flat,vatika gurgaon,sector 83,0.98,8167.0,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,5.0,South,1300.0,0,0,0,0,0,Relatively New,Furnished,63,4.2
flat,paras dews,sector 106,1.15,6534.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,12.0,East,1186.0,1,1,0,0,0,Relatively New,Furnished,112,4.3
flat,tulip white,sector 69,0.9,6787.0,Carpet area: 1326 (123.19 sq.m.),3,2,3,6.0,North-East,1473.0,0,0,0,1,0,Relatively New,Unfurnished,76,3.8
flat,ats triumph,sector 104,2.52,8000.0,Super Built up area 3150(292.64 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3+,19.0,North-East,2800.0,0,1,1,0,0,Relatively New,Furnished,94,4.7
flat,godrej,sector 110,2.01,8495.0,Super Built up area 2366(219.81 sq.m.),3,4,3+,6.0,East,2141.0,0,1,0,0,0,Relatively New,Unfurnished,98,4.7
flat,godrej,sector 79,1.93,8532.0,Super Built up area 2262(210.15 sq.m.),3,4,3+,5.0,East,2047.0,0,1,0,0,0,Relatively New,Unfurnished,98,4.7
flat,godrej,sector 79,1.28,8505.0,Super Built up area 1505(139.82 sq.m.),3,3,3,7.0,North-East,1362.0,0,0,0,0,0,Relatively New,Unfurnished,98,4.7
flat,godrej,sector 79,1.91,8512.0,Super Built up area 2244(208.47 sq.m.),3,4,3+,7.0,North-East,2031.0,0,1,0,0,0,Relatively New,Unfurnished,98,4.7
flat,godrej,sector 79,1.34,8524.0,Super Built up area 1572(146.04 sq.m.),3,3,3,7.0,East,1423.0,0,0,0,0,0,Relatively New,Unfurnished,98,4.7
flat,ats kocoon,sector 109,1.7,12879.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,22.0,East,1550.0,0,0,0,0,0,Relatively New,Unfurnished,68,4.8
flat,emaar mgf the palm drive,sector 66,3.5,15909.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2125 sq.ft. (197.42 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,3,3,7.0,North-East,2125.0,0,1,1,0,0,Moderately Old,Furnished,87,4.8
flat,bestech park view sanskruti,sector 92,1.83,7871.0,Super Built up area 2325(216 sq.m.),4,3,3,8.0,East,2104.0,0,1,0,0,0,New Property,Unfurnished,80,5.0
flat,dlf new town heights,sector 90,1.25,8639.0,Carpet area: 1447 (134.43 sq.m.),3,4,3+,0.0,North-West,1608.0,0,1,0,0,0,Old Property,Semi-Furnished,29,4.4
flat,emaar palm gardens,sector 83,1.8,12000.0,Carpet area: 1500 (139.35 sq.m.),3,4,3+,6.0,South-West,1667.0,0,1,0,0,0,Relatively New,Furnished,61,4.4
flat,emaar palm gardens,sector 83,1.4,9675.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1447 sq.ft. (134.43 sq.m.),3,3,3,11.0,North,1582.0,0,1,0,0,0,Relatively New,Semi-Furnished,39,4.4
flat,m3m skywalk,sector 74,1.54,11000.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3+,22.0,South,1200.0,0,0,0,0,1,Relatively New,Unfurnished,89,4.3
flat,vipul belmonte,sector 53,6.0,24490.0,Super Built up area 2450(227.61 sq.m.),3,4,3+,6.0,North-West,2217.0,0,1,0,0,1,Moderately Old,Furnished,15,4.2
flat,dlf park place,sector 54,4.85,25867.0,Super Built up area 1875(174.19 sq.m.),3,4,3+,25.0,South-East,1697.0,0,1,0,0,0,Relatively New,Furnished,15,5.0
flat,dlf park place,sector 54,4.86,25920.0,Super Built up area 1875(174.19 sq.m.),3,4,3+,7.0,West,1697.0,0,1,0,0,0,Relatively New,Furnished,23,5.0
flat,central park resorts,sector 48,5.15,20901.0,Super Built up area 2464(228.91 sq.m.)Built Up area: 2364 sq.ft. (219.62 sq.m.)Carpet area: 2264 sq.ft. (210.33 sq.m.),3,3,3+,8.0,North-West,2364.0,0,1,0,0,0,Moderately Old,Semi-Furnished,42,5.0
flat,central park resorts,sector 48,9.3,24926.0,Super Built up area 3931(365.2 sq.m.)Built Up area: 3831 sq.ft. (355.91 sq.m.)Carpet area: 3731 sq.ft. (346.62 sq.m.),4,4,3+,10.0,North-East,3831.0,1,1,1,1,0,Moderately Old,Furnished,50,5.0
flat,bestech park view city,sector 48,1.78,10023.0,Super Built up area 1776(165 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,4,2,5.0,North-East,1526.0,1,0,0,1,0,Relatively New,Unfurnished,42,4.7
flat,vatika city,sector 49,1.79,12786.0,Carpet area: 1400 (130.06 sq.m.),3,3,3,9.0,East,1556.0,0,1,0,0,0,Old Property,Unfurnished,36,4.4
flat,siddhi vinayak apartments,sector 55,1.44,9600.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,2,6.0,South,1700.0,0,0,0,0,1,Moderately Old,Furnished,29,4.25
flat,madhur jeevan apartments,sector 56,1.59,8595.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,3,3+,3.0,North,1900.0,0,0,0,0,1,Old Property,Furnished,15,4.5
flat,the lions cghs,sector 56,1.99,11056.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,3+,4.0,East,2000.0,0,0,0,1,1,Old Property,Furnished,58,4.5
flat,professors enclave cghs,sector 56,1.54,8324.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,2,6.0,South,1920.0,0,1,0,1,0,Old Property,Furnished,56,4.5
flat,guru gram haryana cghs,sector 56,1.39,8424.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,2,3,6.0,South,1750.0,0,1,0,1,0,Old Property,Furnished,48,4.3
flat,park view apartment,sector 56,1.74,7565.0,Super Built up area 2450(227.61 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),3,3,3+,2.0,South,2400.0,0,1,0,1,0,Old Property,Furnished,58,4.5
flat,shapoorji pallonji joyville gurugram,sector 102,1.28,10535.0,Super Built up area 1215(112.88 sq.m.),2,2,3,10.0,East,1100.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.4
flat,ats tourmaline,sector 109,1.72,8000.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.),3,4,3+,7.0,South-West,1797.0,0,1,0,0,0,Relatively New,Unfurnished,108,4.6
flat,ats tourmaline,sector 109,1.5,8571.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.),3,3,3+,7.0,North-East,1466.0,0,0,0,0,0,Relatively New,Unfurnished,102,4.6
flat,shapoorji pallonji joyville gurugram,sector 102,1.41,10307.0,Super Built up area 1368(127.09 sq.m.),2,2,3,0.0,North-East,1238.0,0,0,0,0,1,Relatively New,Unfurnished,23,4.4
flat,ats tourmaline,sector 109,1.5,6977.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3,4,3+,4.0,North-West,1797.0,0,1,0,0,0,Relatively New,Unfurnished,32,4.6
flat,ats tourmaline,sector 109,1.45,6744.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1660 sq.ft. (154.22 sq.m.),3,4,3+,4.0,North-West,1797.0,0,1,0,0,0,Relatively New,Unfurnished,43,4.6
flat,ss the leaf,sector 85,2.13,7575.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3,2.0,North,2600.0,0,0,0,0,0,Relatively New,Unfurnished,21,4.3
flat,ss the leaf,sector 85,2.0,8306.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3,6.0,North,2300.0,0,1,0,0,0,Relatively New,Unfurnished,21,4.3
flat,ss the leaf,sector 85,2.1,7468.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,7.0,North,2600.0,1,1,0,1,0,Relatively New,Unfurnished,21,4.3
flat,ss the leaf,sector 85,2.13,7575.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,6.0,North,2600.0,0,0,0,0,0,Relatively New,Unfurnished,21,4.3
flat,ss the leaf,sector 85,1.25,7180.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2,2,3,10.0,South-East,1730.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.3
flat,ss the leaf,sector 83,1.19,7225.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2,2,3,4.0,South-East,1630.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.75
flat,ss the leaf,sector 85,1.17,7002.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1660 sq.ft. (154.22 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2,2,3,11.0,East,1660.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.3
flat,ss,sector 85,2.09,7432.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,8.0,South-East,2600.0,1,1,0,1,0,Relatively New,Unfurnished,23,4.88
flat,ss,sector 85,2.17,7717.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,7.0,North,2600.0,1,1,0,1,0,Relatively New,Unfurnished,21,4.88
flat,ss,sector 85,2.14,7610.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,4,3,6.0,North,2300.0,1,1,0,1,0,Relatively New,Unfurnished,21,4.88
flat,ss,sector 85,2.1,7468.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,2.0,North-West,2600.0,0,0,0,0,0,Relatively New,Unfurnished,21,4.88
flat,ss,sector 85,1.98,8223.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3,6.0,West,2300.0,0,0,0,0,0,Relatively New,Unfurnished,21,4.88
flat,ss the leaf,sector 85,1.24,7122.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2,2,3,10.0,West,1730.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.3
flat,ss,sector 85,1.18,7169.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2,2,3,4.0,West,1630.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.88
flat,ss,sector 85,1.2,7151.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1660 sq.ft. (154.22 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2,2,3,15.0,North-East,1660.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.88
flat,ss,sector 85,1.19,7121.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1670 sq.ft. (155.15 sq.m.)Carpet area: 1660 sq.ft. (154.22 sq.m.),2,2,3,11.0,West,1670.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.88
flat,orchid petals,sector 49,2.09,11579.0,Super Built up area 1805(167.69 sq.m.),3,3,3,0.0,South,1633.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.5
flat,orchid petals,sector 49,2.45,11887.0,Super Built up area 2061(191.47 sq.m.),3,3,3,0.0,North-East,1865.0,1,0,0,0,0,Relatively New,Unfurnished,23,4.5
flat,orchid petals,sector 49,2.23,10969.0,Super Built up area 2033(188.87 sq.m.),3,3,3,14.0,North,1840.0,0,0,0,0,1,Relatively New,Unfurnished,21,4.5
flat,orchid petals,sector 49,4.21,11836.0,Super Built up area 3557(330.46 sq.m.),5,6,3+,14.0,South-East,3219.0,0,1,0,1,0,Relatively New,Unfurnished,20,4.5
flat,orchid petals,sector 49,4.16,11699.0,Super Built up area 3557(330.46 sq.m.),5,4,3+,14.0,East,3219.0,1,1,0,0,0,Relatively New,Unfurnished,21,4.5
flat,orchid petals,sector 49,4.52,10984.0,Super Built up area 4115(382.3 sq.m.),5,5,3+,14.0,West,3724.0,1,1,0,1,0,Moderately Old,Unfurnished,23,4.5
flat,godrej aria,sector 79,0.95,6552.0,Carpet area: 1450 (134.71 sq.m.),2,2,3,5.0,East,1611.0,0,0,0,0,0,Relatively New,Furnished,111,4.4
flat,ireo uptown,sector 66,1.5,11219.0,Super Built up area 1337(124.21 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,3,3,1.0,South,1330.0,0,1,0,0,1,Relatively New,Furnished,49,5.0
flat,raisina residency,sector 59,5.0,13058.0,Carpet area: 3829 (355.73 sq.m.),4,4,3+,13.0,North-West,4254.0,1,1,1,1,0,Relatively New,Furnished,110,5.0
flat,tata primanti,sector 72,4.0,16032.0,Super Built up area 2905(269.88 sq.m.)Carpet area: 2495 sq.ft. (231.79 sq.m.),4,5,3+,22.0,West,2701.0,0,1,0,0,0,Relatively New,Furnished,111,4.4
flat,signature global orchard avenue,sector 93,0.365,6710.0,Carpet area: 543.53 (50.5 sq.m.),2,2,2,6.0,North,604.0,0,0,0,0,0,Relatively New,Unfurnished,17,4.2
flat,bestech park view grand spa,sector 81,4.7,6786.0,Super Built up area 6926(643.45 sq.m.),4,4,3+,19.0,North,6268.0,0,1,0,0,0,Relatively New,Furnished,91,5.0
flat,bestech park view ananda,sector 81,0.95,10626.0,Super Built up area 1360(126.35 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,2,2.0,North-East,1112.0,0,0,0,0,0,Relatively New,Furnished,70,5.0
flat,signature global orchard avenue,sector 93,0.38,6387.0,Carpet area: 594.91 (55.27 sq.m.),2,2,2,7.0,North,661.0,0,0,0,0,0,Relatively New,Unfurnished,15,4.2
flat,vatika gurgaon,sector 83,1.1,6051.0,Super Built up area 1735(161.19 sq.m.),3,3,3,12.0,North,1570.0,0,1,0,0,0,Relatively New,Furnished,52,4.2
flat,bestech park view sanskruti,sector 92,1.55,7568.0,Super Built up area 1995(185.34 sq.m.),3,4,3,16.0,South,1805.0,0,1,0,0,0,Relatively New,Furnished,42,5.0
flat,bestech park view sanskruti,sector 92,1.55,9688.0,Super Built up area 1995(185.34 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,17.0,East,1792.0,0,1,0,0,0,Relatively New,Furnished,42,5.0
flat,bestech park view sanskruti,sector 92,2.0,8333.0,Super Built up area 2475(229.94 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,5,3+,12.0,North,2453.0,0,1,0,0,0,Relatively New,Furnished,42,5.0
flat,dlf the ultima,sector 81,2.3,14603.0,Super Built up area 2100(195.1 sq.m.)Carpet area: 1575 sq.ft. (146.32 sq.m.),3,4,3+,27.0,East,1825.0,0,1,0,0,0,Relatively New,Furnished,75,4.4
flat,ss the leaf,sector 85,2.1,7468.0,Super Built up area 2812(261.24 sq.m.),4,5,3+,9.0,East,2545.0,0,0,0,0,0,Relatively New,Furnished,52,4.3
flat,vatika lifestyle homes,sector 83,1.3,4545.0,Super Built up area 2860(265.7 sq.m.),3,3,1,6.0,North-West,2588.0,0,0,0,0,0,Relatively New,Furnished,50,4.2
flat,signature global synera,sector 81,0.4,6319.0,Super Built up area 633(58.81 sq.m.)Carpet area: 539 sq.ft. (50.07 sq.m.),2,2,1,12.0,South,586.0,0,0,0,0,0,Relatively New,Furnished,15,3.5
flat,tata primanti,sector 72,3.3,15103.0,Super Built up area 2185(202.99 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,4,3+,15.0,North,1800.0,0,1,0,0,0,New Property,Semi-Furnished,112,4.4
flat,shree vardhman victoria,sector 70,1.1,8462.0,Super Built up area 1300(120.77 sq.m.)Carpet area: 788 sq.ft. (73.21 sq.m.),2,2,2,0.0,West,1026.0,1,0,0,0,0,New Property,Unfurnished,23,4.5
flat,ss the leaf,sector 85,1.2,9677.0,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2,2,3+,9.0,East,1491.0,0,0,1,0,0,Relatively New,Unfurnished,94,4.3
flat,ss the leaf,sector 85,2.15,10925.0,Super Built up area 2812(261.24 sq.m.)Carpet area: 1968 sq.ft. (182.83 sq.m.),4,5,3+,6.0,South,2366.0,0,1,0,0,0,Relatively New,Unfurnished,95,4.3
flat,ss the leaf,sector 85,2.0,11869.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3,4,3,5.0,West,2026.0,0,1,0,0,0,Relatively New,Unfurnished,95,4.3
flat,ss the leaf,sector 85,2.1,8721.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3,4,3+,6.0,North,2026.0,0,1,0,0,0,Relatively New,Unfurnished,95,4.3
flat,ss the leaf,sector 85,1.2,10453.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2,2,3+,2.0,West,1380.0,0,0,1,0,0,Relatively New,Unfurnished,95,4.3
flat,ss the leaf,sector 85,1.3,7780.0,Super Built up area 1671(155.24 sq.m.)Carpet area: 1169 sq.ft. (108.6 sq.m.),2,2,3+,16.0,East,1406.0,0,0,1,0,0,Relatively New,Unfurnished,94,4.3
flat,ss the leaf,sector 85,1.3,10484.0,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2,2,3+,10.0,East,1491.0,0,0,1,0,0,Relatively New,Unfurnished,94,4.3
flat,ss the leaf,sector 85,1.2,7317.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2,2,3+,14.0,East,1380.0,0,0,1,0,0,Relatively New,Unfurnished,90,4.3
flat,ss the leaf,sector 85,1.1,6318.0,Super Built up area 1741(161.74 sq.m.)Carpet area: 1218 sq.ft. (113.16 sq.m.),2,2,3+,3.0,South-East,1464.0,0,0,1,0,0,Relatively New,Unfurnished,93,4.3
flat,ss the leaf,sector 85,1.25,10889.0,Super Built up area 1741(161.74 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2,2,3+,17.0,East,1426.0,0,0,1,0,0,Relatively New,Unfurnished,95,4.3
flat,ss the leaf,sector 85,1.15,10017.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2,2,3+,18.0,East,1380.0,0,0,1,0,0,Relatively New,Unfurnished,95,4.3
flat,aipl zen residences,sector 70,1.75,10258.0,Built Up area: 1706 (158.49 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,4,3+,20.0,North-East,1706.0,0,0,0,0,1,Relatively New,Semi-Furnished,23,4.25
flat,shree vardhman victoria,sector 70,1.65,8462.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,6.0,North-East,1527.0,0,1,0,1,0,Relatively New,Unfurnished,108,4.5
flat,puri emerald bay,sector 104,2.55,10408.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4,4,3+,5.0,East,2303.0,0,1,0,0,0,Relatively New,Unfurnished,23,4.8
flat,tata primanti,sector 72,3.9,13425.0,Super Built up area 2905(269.88 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4,4,3+,39.0,East,2509.0,0,1,0,0,1,Relatively New,Unfurnished,23,4.4
flat,m3m sierra 68,sector 68,1.08,8675.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1130 sq.ft. (104.98 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),2,2,3,1.0,West,1130.0,0,0,0,0,0,Relatively New,Furnished,87,4.0
flat,m3m ikonic,sector 68,1.8,9231.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1845 sq.ft. (171.41 sq.m.)Carpet area: 1530 sq.ft. (142.14 sq.m.),3,3,3+,18.0,North-East,1845.0,0,0,0,0,0,Relatively New,Furnished,77,4.0
flat,m3m sierra 68,sector 68,1.13,9076.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1130 sq.ft. (104.98 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),2,2,3,9.0,West,1130.0,0,0,0,0,0,Relatively New,Furnished,87,4.0
flat,m3m ikonic,sector 68,1.78,9128.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1845 sq.ft. (171.41 sq.m.)Carpet area: 1530 sq.ft. (142.14 sq.m.),3,3,3+,27.0,South,1845.0,0,0,0,0,0,Relatively New,Furnished,77,4.0
flat,m3m sierra 68,sector 68,1.1,8987.0,Super Built up area 1224(113.71 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),2,2,3,1.0,North-East,1150.0,0,0,0,0,0,Relatively New,Furnished,80,4.0
flat,aipl the peaceful homes,sector 70,2.5,11628.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3+,15.0,North-East,1723.0,0,0,0,0,1,Relatively New,Furnished,111,4.5
flat,ss the leaf,sector 85,1.84,7641.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3,4,3,8.0,South-East,2026.0,0,0,0,1,0,Relatively New,Unfurnished,93,4.3
flat,ss the leaf,sector 85,1.18,10094.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1420 sq.ft. (131.92 sq.m.)Carpet area: 1169 sq.ft. (108.6 sq.m.),2,3,3,12.0,North,1420.0,0,0,0,1,0,Relatively New,Furnished,96,4.3
flat,shree vardhman victoria,sector 70,1.63,8359.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,3,3,5.0,East,1527.0,0,1,0,0,1,New Property,Unfurnished,23,4.5
flat,adani m2k oyster grande,sector 102,2.5,7817.0,Super Built up area 3198(297.1 sq.m.),4,5,3+,5.0,South,2894.0,0,1,0,0,0,Relatively New,Unfurnished,60,4.4
flat,m3m woodshire,sector 107,1.45,6141.0,Super Built up area 2361(219.34 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3,4,3+,7.0,South,1900.0,0,1,0,0,0,Relatively New,Unfurnished,48,4.6
flat,experion the heartsong,sector 108,1.2,6826.0,Super Built up area 1758(163.32 sq.m.)Built Up area: 1275.53 sq.ft. (118.5 sq.m.)Carpet area: 974.68 sq.ft. (90.55 sq.m.),3,3,3+,10.0,South,1275.53,1,0,0,0,0,Relatively New,Unfurnished,61,4.4
flat,experion the heartsong,sector 108,1.6,7988.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1500.29 sq.ft. (139.38 sq.m.)Carpet area: 1140.98 sq.ft. (106 sq.m.),3,4,3+,3.0,South,1500.29,0,1,0,0,0,Relatively New,Furnished,37,4.4
flat,pyramid urban,sector 67,0.62,11855.0,Carpet area: 523 (48.59 sq.m.),2,2,2,2.0,South,581.0,0,0,0,0,0,Relatively New,Unfurnished,40,4.5
flat,pyramid urban,sector 67,0.55,10516.0,Carpet area: 523 (48.59 sq.m.),2,2,2,3.0,South-West,581.0,0,0,0,0,0,Relatively New,Unfurnished,49,4.5
flat,ireo skyon,sector 60,2.85,13936.0,Super Built up area 2045(189.99 sq.m.)Built Up area: 1640 sq.ft. (152.36 sq.m.)Carpet area: 1490 sq.ft. (138.43 sq.m.),3,4,3+,5.0,South,1640.0,0,1,0,0,0,Relatively New,Furnished,112,5.0
flat,ss the leaf,sector 85,1.31,7988.0,Carpet area: 1640 (152.36 sq.m.),2,2,2,5.0,West,1822.0,0,1,0,0,0,Relatively New,Unfurnished,65,4.3
flat,ss the leaf,sector 85,2.2,11179.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2390 sq.ft. (222.04 sq.m.)Carpet area: 1968 sq.ft. (182.83 sq.m.),4,5,3+,4.0,West,2390.0,0,1,0,1,0,Relatively New,Unfurnished,111,4.3
flat,experion windchants,sector 112,3.0,11538.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,2,2.0,North,2600.0,0,0,0,0,1,Relatively New,Furnished,23,4.6
flat,dlf new town heights,sector 86,1.3,6736.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1715 sq.ft. (159.33 sq.m.),3,3,3,15.0,South,1715.0,0,1,0,1,0,Relatively New,Furnished,23,4.4
flat,adani m2k oyster grande,sector 102,1.95,7561.0,Super Built up area 2579(239.6 sq.m.),3,4,3,9.0,South,2334.0,1,1,0,0,0,Relatively New,Furnished,55,4.4
