property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,built_up_area,study room,servant room,store room,pooja room,others,age_category,furnishing_type,luxury_score,combined_rating
flat,ramsons kshitij,sector 95,0.315,4500.0,Super Built up area 700(65.03 sq.m.)Carpet area: 443.32 sq.ft. (41.19 sq.m.),2,2,1,8.0,East,563.0,0,0,0,0,1,Relatively New,Semi-Furnished,16,4.1
flat,conscient one,sector 109,1.7,17617.0,Built Up area: 965 (89.65 sq.m.)Carpet area: 628 sq.ft. (58.34 sq.m.),1,1,2,9.0,North-East,965.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.25
flat,pareena laxmi apartments,sector 99,0.32,6107.0,Super Built up area 524(48.68 sq.m.)Carpet area: 424.8 sq.ft. (39.47 sq.m.),2,2,2,2.0,East,473.0,0,0,0,0,0,New Property,Unfurnished,32,3.8
flat,pyramid elite,sector 86,0.45,7745.0,Carpet area: 581.41 (54.01 sq.m.),2,2,1,4.0,East,646.0,0,0,0,0,0,Relatively New,Unfurnished,43,4.75
flat,raheja revanta,sector 78,1.2,10017.0,Super Built up area 1197.8(111.28 sq.m.)Carpet area: 505 sq.ft. (46.92 sq.m.),1,2,2,32.0,East,823.0,0,0,0,0,0,Under Construction,Unfurnished,31,4.25
flat,m3m skycity,sector 65,2.1,16031.0,Super Built up area 1310(121.7 sq.m.),2,2,2,43.0,East,1186.0,0,0,0,0,0,New Property,Unfurnished,81,4.25
flat,not applicable,sector 4,0.42,5600.0,Carpet area: 750 (69.68 sq.m.),2,2,1,3.0,East,833.0,0,0,0,0,0,Relatively New,Furnished,16,4.25
flat,godrej nature plus,sector 33,1.55,9955.0,Carpet area: 1557 (144.65 sq.m.),3,2,3+,8.0,East,1730.0,0,0,0,0,0,New Property,Unfurnished,21,4.1
flat,ramprastha city,dwarka expressway,1.3,9028.0,Super Built up area 1440(133.78 sq.m.),3,3,2,3.0,East,1303.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.0
flat,smartworld 1dxp,sector 113,2.75,10589.0,Carpet area: 2597 (241.27 sq.m.),4,4,3+,20.0,East,2886.0,1,1,0,1,0,Under Construction,Semi-Furnished,31,4.3
flat,ansal housing highland park,sector 103,1.25,6443.0,Super Built up area 1940(180.23 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),3,3,3+,2.0,North-East,1464.0,0,0,0,1,0,New Property,Unfurnished,70,4.0
flat,czar mahira homes 63a,sector 63,0.42,7407.0,Carpet area: 567 (52.68 sq.m.),3,2,2,1.0,West,630.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.25
flat,breez global heights,sohna road,0.4,6421.0,Super Built up area 623(57.88 sq.m.)Carpet area: 599 sq.ft. (55.65 sq.m.),2,2,1,4.0,North-East,615.0,0,0,0,0,0,New Property,Unfurnished,23,5.0
flat,trisara our homes 3,sohna road,0.34,5405.0,Carpet area: 629 (58.44 sq.m.),2,2,1,0.0,North,699.0,0,0,0,0,0,New Property,Unfurnished,0,4.25
flat,m3m soulitude,sector 89,1.25,8784.0,Super Built up area 1423(132.2 sq.m.),3,3,3,3.0,East,1288.0,1,0,0,0,1,New Property,Unfurnished,33,4.0
flat,emaar mgf palm hills,sector 77,1.5,12744.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1177 sq.ft. (109.35 sq.m.),3,3,3,4.0,North-East,1310.0,0,0,0,0,0,Relatively New,Furnished,56,4.6
flat,ramprastha city,dwarka expressway,1.3,9286.0,Super Built up area 1400(130.06 sq.m.),3,3,2,3.0,East,1267.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.0
flat,pareena coban residences,sector 99,1.6,8000.0,Super Built up area 2000(185.81 sq.m.),3,3,3,6.0,North-East,1810.0,0,0,0,0,0,Relatively New,Unfurnished,0,3.25
flat,la vida by tata housing,sector 113,1.5,11755.0,Carpet area: 1276 (118.54 sq.m.),2,2,2,13.0,North-East,1418.0,0,0,0,0,0,New Property,Unfurnished,46,4.3
flat,la vida by tata housing,sector 113,1.5,11755.0,Super Built up area 1276(118.54 sq.m.),2,2,2,13.0,North-East,1155.0,0,0,0,0,0,New Property,Unfurnished,41,4.3
flat,godrej summit premia towers,sector 104,0.9,7149.0,Built Up area: 1259 (116.96 sq.m.),2,2,0,16.0,East,1259.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.0
flat,ardee city,sector 52,1.5,9146.0,Super Built up area 1640(152.36 sq.m.),4,4,3,3.0,South,1484.0,0,0,0,0,0,Old Property,Unfurnished,45,4.0
flat,m3m one key resiments,sector 67,0.8,13115.0,Built Up area: 610 (56.67 sq.m.),1,1,0,0.0,North,610.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.12
flat,ansal heights 86,sector 86,1.25,7396.0,Super Built up area 1690(157.01 sq.m.),3,2,1,11.0,East,1529.0,0,0,0,0,0,New Property,Unfurnished,40,4.75
flat,mvn athens,sohna road,0.26,5394.0,Carpet area: 481.74 (44.76 sq.m.),2,2,1,2.0,East,535.0,0,0,0,0,0,Relatively New,Unfurnished,14,4.3
flat,signature the serenas,sohna road,0.42,7910.0,Carpet area: 531 (49.33 sq.m.),2,2,1,12.0,East,590.0,0,0,0,0,0,New Property,Unfurnished,34,4.25
flat,sushant lok 1 builder floors,sector 43,2.5,12920.0,Super Built up area 215(179.77 sq.m.),3,3,2,2.0,West,195.0,0,0,0,0,0,New Property,Unfurnished,0,4.88
flat,umang monsoon breeze,sector 78,0.9,4615.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1854 sq.ft. (172.24 sq.m.),3,3,2,1.0,East,1900.0,0,1,0,1,0,Moderately Old,Unfurnished,44,4.25
flat,gls avenue 51,sector 92,0.42,7107.0,Carpet area: 591 (54.91 sq.m.),2,2,1,4.0,East,657.0,1,0,0,1,0,Relatively New,Furnished,21,4.0
flat,signature global solera,sector 107,0.5,7692.0,Super Built up area 546(50.73 sq.m.),2,2,1,11.0,South,494.0,0,0,0,0,0,Relatively New,Unfurnished,36,4.0
flat,supertech araville,sector 79,0.9,5882.0,Super Built up area 1530(142.14 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),2,2,3,5.0,North,1450.0,1,0,0,0,0,Relatively New,Unfurnished,37,3.75
flat,greenopolis,sector 89,1.3,6806.0,Carpet area: 1910 (177.44 sq.m.),3,3,3+,1.0,South-West,2122.0,0,1,0,0,0,New Property,Unfurnished,13,4.0
flat,central park flower valley aqua front towers,sector 33,1.7,9503.0,Super Built up area 1789(166.2 sq.m.),3,3,3,12.0,East,1619.0,0,0,0,0,0,Under Construction,Unfurnished,24,4.1
flat,sare homes,sector 92,1.25,6200.0,Built Up area: 2040 (189.52 sq.m.),4,3,0,16.0,North-West,2040.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.0
flat,vatika sovereign next sector-82 a gurgaon,sector 82,2.91,6700.0,Super Built up area 4350(404.13 sq.m.)Carpet area: 3480 sq.ft. (323.3 sq.m.),4,4,3,6.0,East,3902.0,1,1,1,0,0,Under Construction,Furnished,52,5.0
flat,bhagwati sadan,sector 12,1.15,5750.0,Super Built up area 2500(232.26 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,2,2.0,East,2000.0,1,1,0,0,1,Old Property,Furnished,12,3.88
flat,smart world gems,sector 89,1.2,12526.0,Carpet area: 958 (89 sq.m.),3,3,3,3.0,East,1064.0,0,0,1,1,0,Relatively New,Unfurnished,82,4.0
flat,micasa sec 68,sohna road road,1.5,12245.0,Carpet area: 1225 (113.81 sq.m.),2,2,3,11.0,East,1361.0,0,0,0,0,0,New Property,Unfurnished,22,4.25
flat,eldeco accolade,sohna road,1.3,7424.0,Super Built up area 1751(162.67 sq.m.)Carpet area: 1290 sq.ft. (119.84 sq.m.),3,3,3+,10.0,East,1509.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.4
flat,hero homes,sector 104,1.75,10361.0,Super Built up area 1689(156.91 sq.m.),3,3,3,2.0,East,1529.0,0,0,0,0,0,Relatively New,Unfurnished,27,4.0
flat,shyam sadan,sector 3 phase 2,0.55,6471.0,Carpet area: 700 (65.03 sq.m.),2,2,1,4.0,West,778.0,1,0,0,0,0,Relatively New,Furnished,38,3.88
flat,m3m heights,sector 65,2.5,13602.0,Super Built up area 1828(169.83 sq.m.),3,3,3,19.0,East,1654.0,0,0,0,0,0,Relatively New,Unfurnished,31,4.25
flat,supertech hilltown,sector 2,0.8,5556.0,Built Up area: 1440 (133.78 sq.m.)Carpet area: 1080 sq.ft. (100.34 sq.m.),3,2,3,8.0,North-East,1440.0,0,0,0,0,0,Moderately Old,Unfurnished,0,4.4
flat,raheja vedaanta,sector 108,0.7,4667.0,Built Up area: 1468 (136.38 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,1,10.0,West,1468.0,0,0,0,0,0,Moderately Old,Unfurnished,0,3.8
flat,bptp terra,sector 37,1.95,14444.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),4,3,3,7.0,North-East,1650.0,0,0,0,0,0,Relatively New,Unfurnished,19,4.4
flat,green court,sector 90,0.45,7188.0,Carpet area: 626 (58.16 sq.m.),2,2,1,2.0,East,696.0,0,0,0,0,0,New Property,Furnished,17,3.8
flat,m3m golf hills phase 1,sector 79,1.7,10828.0,Built Up area: 1570 (145.86 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),3,2,3,10.0,East,1570.0,0,0,0,0,0,Relatively New,Unfurnished,0,3.75
flat,pyramid urban homes 2,sector 86,0.5,9615.0,Carpet area: 520 (48.31 sq.m.),2,2,1,10.0,East,578.0,0,0,0,0,0,Relatively New,Unfurnished,12,4.75
flat,m3m heights,sector 65,2.8,14997.0,Super Built up area 1828(169.83 sq.m.),3,3,3,20.0,North-East,1654.0,0,0,0,0,0,Relatively New,Unfurnished,67,4.25
flat,godrej nature plus,sector 33,1.45,15659.0,Built Up area: 118 Carpet area: 86 sq.m.,3,2,3+,20.0,East,118.0,1,0,0,0,0,Under Construction,Unfurnished,90,4.1
flat,smart world orchard,sector 61,2.2,13497.0,Carpet area: 1630 (151.43 sq.m.),3,3,2,3.0,East,1811.0,0,0,0,0,0,Relatively New,Unfurnished,20,4.2
flat,ashiana anmol,sohna road,0.9,9464.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 951 sq.ft. (88.35 sq.m.),2,2,2,13.0,South,1105.0,0,0,0,0,0,Relatively New,Semi-Furnished,75,3.6
flat,signature signum 95a,sector 95,0.4,7782.0,Carpet area: 514 (47.75 sq.m.),2,2,2,3.0,East,571.0,0,0,0,0,0,New Property,Furnished,22,4.88
flat,umang winter hills,sector 77,1.35,7781.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1199 sq.ft. (111.39 sq.m.),3,3,3+,7.0,North,1451.0,0,0,1,0,0,New Property,Furnished,56,4.6
flat,aardhya homesh,sector 67,1.85,8043.0,Carpet area: 2300 (213.68 sq.m.),4,4,0,4.0,East,2556.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.5
flat,rof ananda,sector 95,0.25,6579.0,Super Built up area 380(35.3 sq.m.),1,1,1,4.0,North,344.0,0,0,0,0,0,New Property,Unfurnished,0,4.25
flat,smart world gems,sector 89,0.88,7964.0,Carpet area: 1105 (102.66 sq.m.),2,2,3,2.0,East,1228.0,1,0,0,0,0,New Property,Unfurnished,22,4.0
flat,assotech blith,sector 99,1.15,6594.0,Super Built up area 1365(126.81 sq.m.),2,2,2,2.0,North-East,1235.0,0,0,0,0,1,New Property,Furnished,50,4.38
flat,raheja vanya,sector 99,0.85,6789.0,Super Built up area 1252(116.31 sq.m.),2,2,2,3.0,West,1133.0,0,0,0,0,0,New Property,Unfurnished,35,3.25
flat,vatika inxt floors,sector 82,0.75,7500.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,2,1.0,North,1000.0,0,0,0,0,0,Relatively New,Unfurnished,0,5.0
flat,palam vihar society,sector 2,3.35,7444.0,Carpet area: 4500 (418.06 sq.m.),4,4,3+,2.0,North,5000.0,1,0,0,0,0,New Property,Unfurnished,34,4.75
flat,godrej oasis,sector 88a,1.5,8108.0,Super Built up area 1850(171.87 sq.m.),3,3,3+,11.0,North-East,1674.0,0,0,0,0,0,New Property,Unfurnished,29,4.7
flat,dlf new town heights,sector 91,1.65,6346.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,11.0,West,2139.0,0,1,0,0,0,Moderately Old,Unfurnished,58,4.0
flat,dlf new town heights,sector 91,2.0,6966.0,Super Built up area 2727(253.35 sq.m.),4,4,3+,16.0,East,2468.0,1,1,0,1,0,Moderately Old,Unfurnished,41,4.0
flat,supertech hues,sector 68,0.9,7627.0,Carpet area: 1180 (109.63 sq.m.),2,2,2,1.0,East,1311.0,0,0,0,0,0,New Property,Unfurnished,22,4.0
flat,krrish florence estate,sector 70,1.25,6702.0,Super Built up area 1865(173.26 sq.m.),3,3,3,18.0,North-East,1688.0,0,0,0,0,0,Under Construction,Unfurnished,38,3.62
flat,piedmont taksila heights,sector 37,1.0,6506.0,Carpet area: 1537 (142.79 sq.m.),3,3,3+,8.0,South-West,1708.0,0,0,0,0,0,Relatively New,Furnished,23,4.1
flat,experion heartsong,dwarka expressway,1.08,6150.0,Built Up area: 1758 (163.32 sq.m.),3,3,0,2.0,East,1758.0,0,0,0,0,0,Under Construction,Unfurnished,0,4.0
flat,ss the leaf,sector 85,2.15,8929.0,Super Built up area 2408(223.71 sq.m.),3,5,3,2.0,East,2179.0,0,0,0,0,0,New Property,Unfurnished,39,4.3
flat,m3m urbana,sector 67,1.0,12107.0,Built Up area: 826 (76.74 sq.m.),1,1,1,17.0,South,826.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.12
flat,aipl zen residences,sector 70,1.65,13074.0,Super Built up area 1262(117.24 sq.m.),2,2,3,23.0,North-West,1142.0,0,0,0,0,0,New Property,Unfurnished,58,4.25
flat,dlf regal gardens,sector 90,1.79,8081.0,Carpet area: 2215 (205.78 sq.m.),4,3,3+,10.0,North-East,2461.0,0,0,0,0,0,Moderately Old,Unfurnished,46,4.5
flat,godrej air,sector 85,1.8,13139.0,Carpet area: 127.3,3,3,3,30.0,East,141.0,0,0,0,0,0,Under Construction,Unfurnished,40,4.88
flat,suncity vatsal valley,gwal pahari,1.45,10140.0,Built Up area: 1430 (132.85 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),3,3,3,4.0,East,1430.0,0,0,0,0,0,Under Construction,Unfurnished,23,4.5
flat,project krishna colony,sector 7,0.36,5143.0,Built Up area: 700 (65.03 sq.m.),2,2,1,0.0,East,700.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.0
flat,mvn athens,sohna road,0.25,4259.0,Built Up area: 587 (54.53 sq.m.),2,2,1,0.0,East,587.0,0,0,0,0,0,Relatively New,Unfurnished,33,4.3
flat,m3m antalya hills,sector 79,1.15,7497.0,Super Built up area 1534(142.51 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1103 sq.ft. (102.47 sq.m.),3,3,3+,1.0,East,1200.0,1,0,0,0,0,New Property,Unfurnished,39,3.75
flat,central park flower valley,sohna road road,1.65,17442.0,Carpet area: 946 (87.89 sq.m.),3,3,0,1.0,North-East,1051.0,0,0,0,0,0,New Property,Unfurnished,48,4.25
flat,m3m capital,sector 113,2.9,12620.0,Carpet area: 2298 (213.49 sq.m.),4,4,3+,11.0,North,2553.0,1,1,0,0,0,Relatively New,Unfurnished,23,4.3
flat,ansal heights,sector 92,0.6,4545.0,Super Built up area 1320(122.63 sq.m.),2,2,3,11.0,South-West,1195.0,0,0,0,0,1,Under Construction,Unfurnished,25,3.0
flat,malibu towne,sector 47,2.4,10000.0,Carpet area: 2400 (222.97 sq.m.),3,3,0,0.0,West,2667.0,0,0,0,0,0,Moderately Old,Furnished,14,4.75
flat,aipl zen residences,sector 70,1.25,9905.0,Carpet area: 1262 (117.24 sq.m.),2,2,3,19.0,North-East,1402.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.25
flat,m3m heights,sector 65,2.15,15003.0,Built Up area: 1433 (133.13 sq.m.),2,2,3+,28.0,East,1433.0,0,0,0,0,0,Relatively New,Unfurnished,31,4.25
flat,hcbs sports ville,sohna road,0.295,3970.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 519 sq.ft. (48.22 sq.m.),2,2,1,4.0,East,743.0,0,0,0,0,0,Relatively New,Unfurnished,0,3.6
flat,hcbs sports ville,sohna road,0.38,5067.0,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,2,9.0,East,750.0,0,0,0,0,0,Relatively New,Unfurnished,0,3.6
flat,housing apna enclave,sector 4,0.39,4105.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,1,1.0,North-East,950.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.0
flat,assotech blith,sector 99,1.6,6667.0,Built Up area: 2400 (222.97 sq.m.),3,4,0,15.0,North-East,2400.0,0,0,0,0,0,Relatively New,Unfurnished,21,4.38
flat,pareena mi casa,sector 68,1.7,8504.0,Super Built up area 1999(185.71 sq.m.),4,4,3,2.0,East,1809.0,0,0,0,0,0,New Property,Unfurnished,25,4.0
flat,suncity heights,sector 54,3.25,14118.0,Carpet area: 2302 (213.86 sq.m.),3,3,3+,0.0,East,2558.0,0,0,0,1,0,Old Property,Furnished,72,3.8
flat,lotus homz,sector 111,0.6,8451.0,Carpet area: 710 (65.96 sq.m.),2,2,3,9.0,East,789.0,0,0,0,0,0,New Property,Unfurnished,31,4.9
flat,ramson kshitij sec-95 gurugram,sector 95,0.27,2700.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,0,1.0,West,758.0,0,0,0,0,0,New Property,Unfurnished,0,4.25
flat,maruti vihar colony,sector 28,0.95,8887.0,Carpet area: 1069 (99.31 sq.m.),2,1,1,1.0,East,1188.0,0,0,0,0,0,Old Property,Unfurnished,35,3.88
flat,m3m heights,sector 65,2.65,18493.0,Super Built up area 1433(133.13 sq.m.),2,2,3,4.0,North-East,1297.0,1,0,0,0,0,New Property,Unfurnished,20,4.25
flat,supertech basera,sector 79,0.36,7643.0,Built Up area: 546 (50.73 sq.m.)Carpet area: 471 sq.ft. (43.76 sq.m.),2,2,1,4.0,East,546.0,0,0,0,0,0,New Property,Unfurnished,32,3.75
flat,signature global the millennia,sector 37,0.55,9167.0,Super Built up area 600(55.74 sq.m.),2,2,3,3.0,North-East,543.0,0,0,0,0,0,New Property,Unfurnished,20,4.0
flat,m3m soulitude,sector 89,1.32,16923.0,Carpet area: 780 (72.46 sq.m.),3,3,3,1.0,East,867.0,0,0,0,0,0,Relatively New,Unfurnished,36,4.0
flat,raheja vanya,sector 99,0.59,3976.0,Super Built up area 1252.13(116.33 sq.m.),2,2,3,1.0,East,1133.0,0,0,0,0,1,Relatively New,Unfurnished,59,3.25
flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4707.0,Carpet area: 850 (78.97 sq.m.),2,2,1,0.0,East,944.0,0,0,0,0,0,Relatively New,Unfurnished,24,4.25
flat,ramprastha the atrium,sector 37,0.9,6224.0,Super Built up area 1285(119.38 sq.m.)Built Up area: 1185 sq.ft. (110.09 sq.m.)Carpet area: 975 sq.ft. (90.58 sq.m.),3,3,2,13.0,South-East,1185.0,0,0,0,0,0,Relatively New,Semi-Furnished,20,3.8
flat,m3m golfestate,sector 79,1.4,10000.0,Carpet area: 1400 (130.06 sq.m.),2,2,2,4.0,East,1556.0,1,1,1,0,0,Relatively New,Semi-Furnished,56,3.75
flat,eldeco accolade,sohna road,0.95,6543.0,Super Built up area 1452(134.9 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,6.0,East,1129.0,1,0,0,0,0,New Property,Furnished,34,4.4
flat,m3m heights,sector 65,3.0,17996.0,Super Built up area 1828(169.83 sq.m.),3,3,3,20.0,South-East,1654.0,0,0,0,0,0,Relatively New,Unfurnished,41,4.25
flat,m3m heights,sector 65,3.67,17990.0,Super Built up area 2040(189.52 sq.m.),3,3,2,27.0,East,1846.0,0,1,0,0,0,Relatively New,Unfurnished,21,4.25
flat,vatika sovereign next,sector 82,3.85,7500.0,Carpet area: 5140 (477.52 sq.m.),5,6,3+,6.0,East,5711.0,0,1,0,1,0,New Property,Unfurnished,96,5.0
flat,m3m heights,sector 65,3.29,17998.0,Super Built up area 1828(169.83 sq.m.),3,3,3,33.0,East,1654.0,0,0,0,0,0,New Property,Unfurnished,23,4.25
flat,m3m heights,sector 65,2.33,18477.0,Super Built up area 1261(117.15 sq.m.),2,2,3,35.0,North-East,1141.0,0,0,0,0,0,Under Construction,Furnished,23,4.25
flat,m3m heights,sector 65,2.79,14170.0,Super Built up area 1828(169.83 sq.m.),3,3,3,26.0,East,1654.0,0,0,0,0,0,New Property,Unfurnished,12,4.25
flat,south city 1 floors,sector 41,3.4,11724.0,Built Up area: 2900 (269.42 sq.m.),4,4,3,0.0,East,2900.0,0,0,0,0,0,Old Property,Unfurnished,0,5.0
flat,allure homes,sector 12,0.72,7273.0,Carpet area: 990 (91.97 sq.m.),2,2,1,2.0,East,1100.0,0,0,0,0,1,Relatively New,Furnished,10,4.62
flat,zara aavaas,sector 104,0.4,7030.0,Super Built up area 568.46(52.81 sq.m.),2,2,1,4.0,North,514.0,0,0,0,0,0,Relatively New,Unfurnished,25,4.0
flat,sidhartha ncr one phase,sector 95,0.56,4106.0,Super Built up area 1364(126.72 sq.m.),2,2,2,10.0,North,1234.0,0,0,0,0,0,Relatively New,Furnished,42,4.0
flat,chd avenue,sector 71,1.1,6790.0,Super Built up area 1620(150.5 sq.m.),3,3,3,11.0,South,1466.0,0,0,0,0,1,Relatively New,Unfurnished,50,3.4
flat,ramprastha the edge towers,sector 37,0.71,5420.0,Super Built up area 1310(121.7 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,10.0,South-East,1100.0,0,0,0,0,1,New Property,Unfurnished,35,3.9
flat,supertech araville,sector 79,0.78,6023.0,Super Built up area 1295(120.31 sq.m.),2,2,3+,0.0,North,1172.0,0,0,0,0,1,New Property,Unfurnished,47,3.75
flat,imperia aashiyara,sector 37,0.4,5882.0,Carpet area: 680 (63.17 sq.m.),2,2,3,3.0,North-East,756.0,0,0,0,0,0,Under Construction,Unfurnished,69,4.25
flat,la vida by tata housing,sector 113,1.85,11716.0,Super Built up area 1579(146.69 sq.m.),3,2,2,7.0,East,1429.0,0,0,0,0,0,New Property,Unfurnished,10,4.3
flat,shapoorji pallonji joyville gurugram,sector 102,1.1,12182.0,Super Built up area 903(83.89 sq.m.),2,2,1,8.0,North-East,817.0,0,0,0,0,0,Relatively New,Unfurnished,71,4.4
flat,smart world orchard,sector 61,1.41,12250.0,Built Up area: 1150 (106.84 sq.m.),2,2,2,2.0,East,1150.0,1,0,0,0,0,Relatively New,Unfurnished,52,4.2
flat,supertech araville,sector 79,1.45,7455.0,Carpet area: 1945 (180.7 sq.m.),3,3,3,3.0,North,2161.0,0,0,0,0,0,Relatively New,Unfurnished,0,3.75
flat,smart world orchard,sector 61,2.2,13497.0,Carpet area: 1600 (148.64 sq.m.),3,3,2,1.0,North-East,1778.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.2
flat,unitech the residences,sector 33,1.1,9910.0,Super Built up area 1110(103.12 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,9.0,East,1100.0,0,0,0,0,0,Moderately Old,Furnished,22,4.1
flat,emaar imperial gardens,sector 102,2.05,9875.0,Carpet area: 2025 (188.13 sq.m.),3,4,3+,14.0,South,2250.0,0,1,0,0,0,Relatively New,Unfurnished,62,4.4
flat,sare homes,sector 92,0.6,5000.0,Carpet area: 1200 (111.48 sq.m.),3,2,3,4.0,North-West,1333.0,0,0,0,0,0,Moderately Old,Furnished,23,4.0
flat,greenopolis,sector 89,0.8,4819.0,Super Built up area 1660(154.22 sq.m.),2,3,3,8.0,North-East,1502.0,1,0,0,0,1,Under Construction,Unfurnished,47,4.0
flat,pivotal devaan,sector 84,0.41,7033.0,Super Built up area 583(54.16 sq.m.)Built Up area: 565 sq.ft. (52.49 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,2,10.0,East,565.0,0,0,0,0,0,New Property,Furnished,10,4.0
flat,today callidora,sector 73,0.9,5549.0,Built Up area: 1622 (150.69 sq.m.),3,3,3,3.0,East,1622.0,0,1,0,0,0,Under Construction,Unfurnished,49,4.3
flat,"m m residency, krishna colony, gurgaon",sector 7,0.54,5889.0,Carpet area: 900 (83.61 sq.m.),2,2,1,3.0,East,1000.0,0,0,0,0,0,Relatively New,Unfurnished,30,4.0
flat,signature global park 4,sector 36,0.82,7586.0,Super Built up area 1081(100.43 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3,2,2,2.0,East,850.0,0,0,0,0,0,New Property,Unfurnished,6,3.8
flat,chd avenue,sector 71,1.0,6734.0,Super Built up area 1485(137.96 sq.m.),3,3,3+,3.0,North,1344.0,0,0,0,0,0,Relatively New,Furnished,4,3.4
flat,park royal apartment,sector 56,1.85,9024.0,Carpet area: 2050 (190.45 sq.m.),3,4,3,7.0,North-East,2278.0,0,1,0,0,0,Old Property,Unfurnished,34,4.5
flat,vatika boulevard residences and heights,sector 83,1.42,8000.0,Carpet area: 1775 (164.9 sq.m.),3,3,2,2.0,West,1972.0,0,0,0,0,0,Relatively New,Furnished,68,4.75
flat,signature global the millennia,sector 37,0.55,9167.0,Super Built up area 850(78.97 sq.m.)Built Up area: 610 sq.ft. (56.67 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,3,3.0,North-East,610.0,0,0,0,0,0,New Property,Unfurnished,48,4.0
flat,m3m heights,sector 65,2.29,15980.0,Carpet area: 1433 (133.13 sq.m.),2,2,3,8.0,East,1592.0,1,0,0,0,0,Under Construction,Unfurnished,12,4.25
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,Super Built up area 915(85.01 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,12.0,North-East,747.0,0,0,0,0,0,New Property,Unfurnished,31,4.4
flat,tulip monsella,sector 53,8.25,28004.0,Super Built up area 2940(273.13 sq.m.),3,4,3,8.0,North-East,2661.0,0,1,0,0,0,New Property,Semi-Furnished,27,4.5
flat,shyamkunj ashok vihar pahse 2,sector 3 phase 2,0.3,4444.0,Carpet area: 675 (62.71 sq.m.),2,2,1,1.0,East,750.0,0,0,0,0,0,Relatively New,Unfurnished,12,3.88
flat,godrej nature plus,sector 33,1.65,14335.0,Carpet area: 1151 (106.93 sq.m.),2,2,3,1.0,East,1279.0,0,0,0,0,0,Under Construction,Unfurnished,36,4.1
flat,m3m heights,sector 65,1.99,15794.0,Super Built up area 1260(117.06 sq.m.),2,2,2,26.0,East,1140.0,0,0,0,0,0,Relatively New,Unfurnished,31,4.25
flat,m3m the marina,sector 68,1.0,12500.0,Carpet area: 800 (74.32 sq.m.),2,2,3,21.0,North-East,889.0,0,0,0,0,0,Relatively New,Unfurnished,28,4.0
