property_type,sector,price,bedRoom,bathroom,balcony,facing,built_up_area,servant room,age_category,furnishing_type,combined_rating,luxury_category,floor_category
flat,sector 81,1.35,3,3,3+,North,1989.0,0,Old Property,Unfurnished,5.0,Medium,Mid Floor
flat,sector 113,2.0,3,3,3,North,1806.0,0,New Property,Unfurnished,4.3,Low,High Floor
flat,sector 69,0.6,2,1,1,North-East,584.0,0,Relatively New,Unfurnished,4.0,Low,High Floor
flat,sector 108,1.0,2,2,2,North,2060.0,0,Relatively New,Unfurnished,3.8,Low,Low Floor
flat,sector 92,0.87,4,4,2,East,1584.0,0,Moderately Old,Semi-Furnished,3.6,Medium,Low Floor
flat,sector 70,1.3,2,2,3,North-East,1426.0,0,Moderately Old,Furnished,4.4,Low,High Floor
flat,sector 95,0.48,2,2,2,East,744.0,0,Relatively New,Unfurnished,3.8,Low,Mid Floor
flat,sector 107,0.94,2,2,3+,East,1236.0,0,Moderately Old,Unfurnished,4.6,Medium,Low Floor
flat,sector 69,0.75,2,2,2,North-East,991.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 71,0.65,2,2,1,South-West,590.0,0,Relatively New,Furnished,4.3,Low,Mid Floor
flat,sector 33,1.7,3,3,3+,East,1697.0,0,New Property,Furnished,4.1,Low,Mid Floor
flat,sector 7,0.48,3,2,1,North-East,889.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 23,0.55,2,2,1,West,995.0,0,Moderately Old,Furnished,4.5,Low,Low Floor
flat,sector 63,0.7,1,1,0,West,693.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 63,1.55,2,2,2,East,1167.0,0,Relatively New,Unfurnished,4.25,Low,Low Floor
flat,sector 51,0.3,1,1,2,South,459.0,0,Old Property,Unfurnished,4.5,Low,Low Floor
flat,sector 83,0.87,2,2,2,East,1127.0,0,Moderately Old,Unfurnished,4.2,Low,Mid Floor
flat,sector 73,1.0,2,2,2,East,1444.0,0,New Property,Unfurnished,4.3,Low,High Floor
flat,sector 67,1.3,2,2,2,North,1296.0,0,Relatively New,Unfurnished,4.5,Low,Low Floor
flat,sector 76,4.0,4,4,2,North-East,3889.0,1,Under Construction,Furnished,4.3,Medium,Mid Floor
flat,sector 89,1.85,3,3,3+,South-West,1946.0,1,New Property,Unfurnished,4.0,Low,High Floor
flat,sector 70,1.75,3,5,0,North,1950.0,0,Relatively New,Unfurnished,4.5,Low,Low Floor
flat,sector 53,4.8,3,4,3+,North-West,2895.0,0,New Property,Unfurnished,3.8,Low,High Floor
flat,sector 33,1.3,3,2,3+,North,1409.0,0,New Property,Unfurnished,4.1,Low,High Floor
flat,sector 37,0.9,3,3,3,East,1435.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 43,5.8,4,4,3+,West,2801.0,0,Old Property,Unfurnished,5.0,Low,High Floor
flat,sector 70,1.4,2,2,2,North-East,1262.0,0,Relatively New,Unfurnished,4.25,Low,High Floor
flat,sector 71,0.95,2,2,0,South,1200.0,0,Moderately Old,Unfurnished,3.4,Low,Mid Floor
flat,sector 33,1.35,3,2,3+,East,1409.0,0,New Property,Unfurnished,4.1,Low,High Floor
flat,sector 86,0.95,3,2,1,East,1878.0,0,New Property,Unfurnished,4.75,Low,Mid Floor
flat,sector 90,0.7,2,2,3,North-East,1224.0,0,New Property,Unfurnished,4.8,Low,Mid Floor
flat,sector 108,3.0,4,5,3+,South-West,2204.25,1,Relatively New,Semi-Furnished,4.4,Medium,Low Floor
flat,sohna road,0.2,1,1,1,East,473.99,0,New Property,Unfurnished,3.6,Low,Mid Floor
flat,sector 92,0.5,2,2,3,East,905.0,0,Moderately Old,Unfurnished,3.6,Low,Low Floor
flat,sector 113,2.0,3,3,2,East,1507.0,0,Relatively New,Unfurnished,4.3,Low,High Floor
flat,sector 89,1.7,3,3,3+,North,1944.0,0,Under Construction,Unfurnished,4.0,Low,Mid Floor
flat,sector 36,0.65,2,2,2,West,657.0,0,Relatively New,Unfurnished,3.8,Medium,Mid Floor
flat,sector 63,7.52,4,4,3,West,3956.0,0,Relatively New,Unfurnished,4.25,Low,High Floor
flat,sector 113,2.87,4,4,3+,North-East,2553.0,1,New Property,Unfurnished,4.3,Low,Mid Floor
flat,sector 33,1.2,2,2,3,East,86.0,0,New Property,Unfurnished,4.1,Low,Low Floor
flat,sector 69,0.6,2,1,1,North-East,667.0,0,Relatively New,Unfurnished,4.0,Low,High Floor
flat,sector 70,1.8,3,5,3,North,2167.0,0,New Property,Unfurnished,4.5,Low,Low Floor
flat,sector 81,0.48,2,2,1,South,547.0,0,Relatively New,Furnished,3.5,Low,High Floor
flat,sector 28,4.3,3,4,3,East,3133.0,1,Old Property,Unfurnished,3.88,Low,Mid Floor
flat,sector 89,0.9,2,2,2,East,998.0,0,New Property,Unfurnished,4.0,Medium,Mid Floor
flat,sector 70,2.75,3,3,3+,North-East,2150.0,0,Relatively New,Unfurnished,4.25,Low,High Floor
flat,sector 70,1.2,3,3,3+,North-East,1450.0,0,Relatively New,Semi-Furnished,4.4,Low,Low Floor
flat,sector 106,0.46,1,1,1,East,778.0,0,New Property,Unfurnished,4.3,Medium,High Floor
flat,sector 37,1.1,3,3,2,North,1439.0,0,Relatively New,Unfurnished,4.0,Low,Low Floor
flat,sector 68,1.15,2,2,3,East,1127.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 52,0.45,1,1,0,North-West,513.0,0,Moderately Old,Furnished,4.5,Low,Low Floor
flat,sohna road,0.45,2,2,1,East,590.0,0,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 93,0.4,2,2,0,North,730.0,0,Relatively New,Unfurnished,4.2,Low,Low Floor
flat,sohna road,0.4029999999999999,2,2,2,North,900.0,0,Relatively New,Unfurnished,4.25,Low,Low Floor
flat,sector 65,2.25,2,2,3,East,1592.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 63,3.4,3,3,3+,West,3077.0,0,New Property,Unfurnished,4.25,Medium,Low Floor
flat,sector 82,1.45,4,3,0,North-West,1800.0,0,Relatively New,Unfurnished,4.5,Low,Low Floor
flat,sector 69,1.2,2,3,0,West,1100.0,0,Relatively New,Unfurnished,4.7,Low,Low Floor
flat,sector 65,1.9,2,2,3,East,1141.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 88a,1.65,3,3,3,East,1652.0,0,New Property,Unfurnished,4.7,Low,High Floor
flat,sector 74,2.7,3,3,3,South,1826.0,0,New Property,Unfurnished,4.3,Medium,High Floor
flat,sohna road,0.54,2,2,3,East,676.0,0,New Property,Unfurnished,4.8,Low,Mid Floor
flat,sohna road,0.22,1,1,1,East,778.0,0,New Property,Unfurnished,3.6,Medium,Low Floor
flat,sohna road,0.29,2,2,2,East,534.0,0,Relatively New,Unfurnished,4.2,Low,Mid Floor
flat,sector 11,0.325,2,2,0,East,761.0,0,Old Property,Unfurnished,4.25,Low,High Floor
flat,sector 104,0.2,1,1,1,North-East,301.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 103,1.57,3,3,3,North-East,1845.0,0,Relatively New,Unfurnished,4.0,Low,Low Floor
flat,sector 37,0.8,2,2,2,East,860.0,0,Relatively New,Unfurnished,4.0,Low,Low Floor
flat,sector 37,1.35,3,3,3+,North-East,1600.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 69,2.0,4,4,1,West,2186.0,0,Relatively New,Unfurnished,4.7,Low,High Floor
flat,sohna road,0.87,3,2,3,East,1210.0,0,Relatively New,Unfurnished,4.8,Low,Mid Floor
flat,sohna road,0.78,2,2,2,East,1144.0,0,Relatively New,Unfurnished,4.4,Medium,Mid Floor
flat,sector 71,0.95,2,2,2,South,1084.0,0,Moderately Old,Furnished,3.4,Medium,Mid Floor
flat,sector 92,1.1,3,2,3,East,2350.0,0,Relatively New,Unfurnished,4.0,Low,Low Floor
flat,sector 63,3.3,3,3,3,West,1640.0,1,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 51,0.3,1,1,0,North,80.0,0,Moderately Old,Unfurnished,4.5,Low,Low Floor
flat,sector 33,2.96,4,4,3,East,2371.0,1,New Property,Furnished,4.1,Low,Low Floor
flat,sector 92,0.79,3,2,2,North,1175.0,0,New Property,Unfurnished,4.0,Low,High Floor
flat,sector 92,0.79,3,2,2,East,1175.0,0,New Property,Unfurnished,4.0,Low,High Floor
flat,sector 33,1.7,3,3,3+,East,1500.0,1,New Property,Unfurnished,4.1,Low,Mid Floor
flat,sector 88a,1.4,3,3,3+,East,1674.0,0,Relatively New,Furnished,4.7,Low,Mid Floor
flat,sector 92,0.58,3,3,3,North-East,1281.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 79,2.55,4,5,2,East,2675.0,1,New Property,Unfurnished,3.75,Low,Mid Floor
flat,sector 104,1.9,3,3,3,East,1365.0,0,Relatively New,Furnished,4.0,Medium,High Floor
flat,sector 68,1.25,2,2,3,North-East,938.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 103,1.65,3,3,3+,North-East,1683.0,0,Relatively New,Unfurnished,4.0,Low,High Floor
flat,sector 92,0.75,3,3,3,East,1415.0,0,Relatively New,Furnished,4.0,Low,Low Floor
flat,manesar,1.6,4,6,3+,North-East,2611.0,1,Relatively New,Unfurnished,4.2,Low,Mid Floor
flat,sector 107,1.15,2,2,3,North-East,1281.0,0,Relatively New,Unfurnished,4.6,Low,Low Floor
flat,sector 104,1.4,3,2,2,North,1120.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 81,1.28,3,3,3,North-East,1982.0,1,Moderately Old,Furnished,4.4,Low,Low Floor
flat,sohna road,0.75,3,2,3+,East,1201.0,0,New Property,Unfurnished,4.8,Medium,Mid Floor
flat,gwal pahari,1.0,2,2,2,East,833.0,0,New Property,Furnished,4.5,Low,Mid Floor
flat,sector 95,0.4,2,2,3,East,661.0,0,New Property,Unfurnished,4.25,Low,Low Floor
flat,sector 70,1.75,3,4,2,North,1950.0,1,Relatively New,Unfurnished,4.5,Low,High Floor
flat,sector 65,2.1,2,2,3,East,1015.0,0,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 61,2.5,3,3,1,East,1549.0,0,New Property,Unfurnished,4.2,Low,Low Floor
flat,sector 10,2.3,6,4,2,East,3951.0,0,Moderately Old,Unfurnished,4.75,Low,Mid Floor
flat,sector 83,1.8,3,4,0,West,1900.0,0,Relatively New,Unfurnished,4.4,Low,Mid Floor
flat,sector 61,2.0,3,3,2,East,1721.0,0,New Property,Unfurnished,4.2,Low,Mid Floor
flat,sector 79,1.0,2,2,3,North,1700.0,0,Relatively New,Unfurnished,3.75,Low,Mid Floor
flat,sector 85,0.9,3,3,3,North-East,1436.0,0,Relatively New,Unfurnished,4.88,Low,Mid Floor
flat,sector 25,8.0,5,5,3+,North-East,5778.0,1,Old Property,Semi-Furnished,4.6,Low,Low Floor
flat,sector 70,0.95,2,2,1,North-East,930.0,0,New Property,Furnished,4.25,Medium,High Floor
flat,sector 21,1.3,5,5,2,South-East,2400.0,1,Old Property,Furnished,4.25,Low,Low Floor
flat,sector 79,1.45,2,2,3,East,1578.0,0,Under Construction,Unfurnished,3.75,Low,High Floor
flat,sector 50,6.75,4,4,0,East,3395.0,0,Moderately Old,Unfurnished,4.75,Low,Mid Floor
flat,sector 37,1.25,3,3,3,East,2283.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 63,4.49,4,4,3+,North,4187.196,0,New Property,Furnished,4.25,Medium,Mid Floor
flat,sector 43,6.0,4,4,2,South-West,2667.0,1,Relatively New,Furnished,5.0,Low,Low Floor
flat,gwal pahari,1.53,3,3,3,North-East,1589.0,0,New Property,Furnished,4.5,Medium,Low Floor
flat,sector 92,0.7,3,2,2,North,1325.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 84,0.39,2,2,0,North,549.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sohna road,0.56,2,2,3,South,913.0,0,New Property,Unfurnished,4.8,Low,Mid Floor
flat,sector 59,6.75,4,4,2,North-East,2567.0,1,New Property,Unfurnished,5.0,Low,Mid Floor
flat,sector 92,0.99,3,2,3,East,1091.0,0,Relatively New,Unfurnished,4.0,Low,Low Floor
flat,sector 85,1.4,2,2,3,East,1400.0,0,Relatively New,Unfurnished,4.88,Low,High Floor
flat,sector 67,0.6,2,2,2,North,633.0,0,New Property,Unfurnished,4.5,Low,High Floor
flat,sector 104,1.35,3,2,2,East,1094.0,0,New Property,Unfurnished,4.0,Low,High Floor
flat,sohna road,1.2,3,3,0,North-East,1780.0,0,Relatively New,Unfurnished,4.25,Low,High Floor
flat,sector 79,0.715,2,2,0,North,1295.0,0,Under Construction,Unfurnished,3.75,Low,Mid Floor
flat,sector 3,0.58,2,2,2,North-East,900.0,0,Old Property,Unfurnished,4.38,Low,Low Floor
flat,sector 89,1.14,3,3,2,East,1581.0,0,Relatively New,Unfurnished,4.0,Medium,Low Floor
flat,sector 103,1.69,3,3,3+,North-East,1670.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sohna road,0.48,2,2,2,East,995.0,0,Relatively New,Unfurnished,4.25,Low,High Floor
flat,sector 102,1.99,2,2,2,South,1145.0,0,New Property,Unfurnished,4.4,Medium,High Floor
flat,sector 81,0.75,2,2,2,East,1397.0,0,Moderately Old,Unfurnished,4.4,Low,Mid Floor
flat,sector 79,2.5,3,3,3+,North-East,2244.0,0,Relatively New,Unfurnished,4.7,Low,Mid Floor
flat,sohna road,0.58,2,2,2,East,822.0,0,Relatively New,Unfurnished,4.8,Low,Mid Floor
flat,sector 86,0.64,2,2,1,East,1360.0,0,New Property,Unfurnished,4.75,Low,Mid Floor
flat,sector 77,1.2,3,3,3,East,1822.0,0,Relatively New,Unfurnished,4.6,Low,High Floor
flat,sector 85,0.93,3,3,3,North-East,1587.0,0,Relatively New,Unfurnished,4.88,Low,Mid Floor
flat,sector 68,0.8,2,2,3+,East,1180.0,0,New Property,Furnished,4.0,Low,High Floor
flat,sector 81,0.31,1,1,1,North,366.0,0,Relatively New,Semi-Furnished,3.5,Medium,High Floor
flat,sector 7,0.8,3,2,1,North-East,1100.0,0,Relatively New,Furnished,4.0,Low,Mid Floor
flat,sector 67,0.7,2,2,1,North,657.0,0,New Property,Unfurnished,4.5,Low,High Floor
flat,sector 9,1.5,4,3,3+,East,2056.0,0,Moderately Old,Unfurnished,4.0,Low,Mid Floor
flat,sector 36,0.4,1,1,1,West,436.0,0,Relatively New,Unfurnished,3.8,Low,Mid Floor
flat,sector 89,1.1,3,1,0,East,1103.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 103,0.5,2,2,0,North,750.0,0,Relatively New,Unfurnished,4.6,Low,Mid Floor
flat,sector 33,1.35,3,2,2,West,1444.0,0,New Property,Unfurnished,4.25,Medium,Mid Floor
flat,sector 51,1.7,3,4,3,West,1773.0,0,Moderately Old,Unfurnished,4.8,Medium,Low Floor
flat,sector 99,0.72,2,2,2,North-East,784.0,0,Relatively New,Unfurnished,4.38,Low,High Floor
flat,sector 84,0.35,2,2,2,East,537.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 12,0.6,2,2,1,East,800.0,0,New Property,Semi-Furnished,4.25,Low,Low Floor
flat,sector 68,1.2,2,2,3,North,982.0,0,Relatively New,Semi-Furnished,4.0,Medium,Low Floor
flat,sector 103,0.5,2,2,2,North,698.0,0,Relatively New,Unfurnished,4.6,Low,Mid Floor
flat,sector 56,0.47,1,1,1,North,672.0,0,Old Property,Furnished,4.4,Low,Mid Floor
flat,sector 53,5.0,3,4,3,North-East,3222.0,1,Old Property,Furnished,3.8,Low,Mid Floor
flat,sector 66,1.7,2,2,2,East,1072.0,0,Relatively New,Unfurnished,3.75,Medium,Mid Floor
flat,sector 37,0.95,3,3,3+,North,1697.0,0,New Property,Unfurnished,4.7,Low,Low Floor
flat,sector 86,2.2,3,3,1,North-East,1747.0,0,Relatively New,Semi-Furnished,5.0,Medium,Mid Floor
flat,sector 81,0.825,2,2,3,East,955.0,0,Relatively New,Unfurnished,4.12,Low,Low Floor
flat,sector 93,1.25,4,4,3,North-East,2105.0,0,Relatively New,Unfurnished,4.2,Low,High Floor
flat,sector 68,0.84,2,2,2,East,1180.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 65,3.2,4,3,2,East,3150.0,1,Relatively New,Unfurnished,4.7,Low,Low Floor
flat,sector 82,1.75,4,5,3+,West,2535.0,0,Relatively New,Unfurnished,4.1,Low,Low Floor
flat,sohna road,0.35,2,2,1,North,699.0,0,New Property,Unfurnished,4.25,Low,Low Floor
flat,sector 106,3.9,3,3,0,North-East,2450.0,0,Relatively New,Unfurnished,4.3,Low,High Floor
flat,sector 48,3.45,3,3,3,West,1869.0,0,Moderately Old,Unfurnished,4.25,Low,High Floor
flat,sector 70,2.35,4,4,3+,West,2667.0,1,Moderately Old,Unfurnished,3.8,Medium,Mid Floor
flat,sector 89,1.5,3,3,3,North,1480.0,0,Under Construction,Unfurnished,4.0,Medium,Mid Floor
flat,sector 70,1.34,2,2,3+,East,1180.0,0,New Property,Furnished,4.25,Medium,High Floor
flat,sector 110,3.4,4,5,3,East,3077.0,1,Relatively New,Unfurnished,4.25,Medium,Mid Floor
flat,sector 69,1.8,3,3,3,East,1893.0,0,Relatively New,Unfurnished,4.0,Low,High Floor
flat,sector 92,1.1,4,3,2,North,1778.0,0,New Property,Unfurnished,4.0,Low,High Floor
flat,sector 89,0.97,2,2,3+,East,1103.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 63,3.25,3,3,3,North-East,2700.0,0,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 61,2.55,3,3,2,East,1811.0,0,New Property,Unfurnished,4.2,Low,Mid Floor
flat,sector 92,0.61,3,2,2,East,1141.0,0,Under Construction,Unfurnished,4.0,Low,Mid Floor
flat,sector 72,1.9,3,3,3,East,1975.0,0,Relatively New,Unfurnished,4.4,Low,Mid Floor
flat,sohna road,0.75,2,2,0,East,1081.0,0,Relatively New,Unfurnished,4.8,Low,Low Floor
flat,sohna road,1.35,3,3,3,East,2444.0,1,New Property,Unfurnished,4.4,Medium,Low Floor
flat,sector 69,1.65,3,3,2,West,1578.0,0,Relatively New,Furnished,4.0,Low,Low Floor
flat,sector 37,1.5,3,2,3+,North-East,1376.0,0,Relatively New,Unfurnished,4.2,Low,High Floor
flat,sector 72,1.9,3,3,3,East,1787.0,1,Moderately Old,Furnished,4.4,Low,Mid Floor
flat,sector 48,15.0,5,6,3+,North-West,7444.0,1,Relatively New,Semi-Furnished,5.0,Low,High Floor
flat,sector 111,3.9,4,5,3+,North-East,2996.0,1,Relatively New,Semi-Furnished,4.2,Medium,Mid Floor
flat,sohna road,0.46,2,2,2,North-East,800.0,0,Relatively New,Semi-Furnished,5.0,Medium,Mid Floor
flat,sector 4,0.32,2,2,1,East,1056.0,0,Relatively New,Furnished,4.25,Low,Mid Floor
flat,sohna road,0.42,2,2,1,North,650.0,0,Relatively New,Unfurnished,4.25,Low,High Floor
flat,sector 63,7.8,4,4,0,West,3950.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,gwal pahari,0.95,3,3,3,East,1778.0,0,Old Property,Unfurnished,4.5,Low,High Floor
flat,sector 48,3.45,4,4,3+,North,3000.0,0,Moderately Old,Unfurnished,4.25,Low,Low Floor
flat,sector 70,1.1,3,2,2,East,1350.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,manesar,0.85,3,2,2,South,1508.0,0,Moderately Old,Unfurnished,4.2,Low,Mid Floor
flat,sector 91,0.95,2,2,2,East,1186.0,0,Relatively New,Unfurnished,4.4,Medium,Mid Floor
flat,manesar,0.75,3,2,2,East,1502.0,0,Moderately Old,Unfurnished,4.12,Low,Mid Floor
flat,sector 89,0.75,2,2,2,East,1032.0,0,Moderately Old,Unfurnished,4.3,Low,Mid Floor
flat,sector 83,1.4,3,3,2,South,1570.0,0,Relatively New,Furnished,4.2,Low,Mid Floor
flat,sector 47,2.45,3,4,2,East,2544.0,0,Old Property,Furnished,4.75,Low,Low Floor
flat,sector 68,1.0,2,2,3,East,1311.0,0,New Property,Unfurnished,4.0,Low,High Floor
flat,sector 89,1.25,3,3,2,East,1581.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 69,2.6,4,4,3+,East,2172.0,1,Moderately Old,Unfurnished,4.0,Low,Mid Floor
flat,sector 15,1.6,3,3,3+,North-West,1611.0,0,Moderately Old,Unfurnished,4.62,Low,Low Floor
flat,sector 89,1.1,3,2,3,East,1550.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 2,1.0,2,3,0,North-East,1000.0,0,Moderately Old,Unfurnished,4.75,Low,Low Floor
flat,sector 36,3.65,3,3,2,East,2297.0,0,New Property,Unfurnished,3.8,Low,High Floor
flat,sector 71,1.4,3,3,2,South-East,1958.0,0,Moderately Old,Furnished,3.4,Medium,Low Floor
flat,sector 61,2.6,3,3,2,East,1475.0,0,New Property,Unfurnished,4.2,Low,Low Floor
flat,sector 74,1.6,2,2,2,South,1272.0,0,New Property,Unfurnished,4.3,Low,High Floor
flat,sector 83,0.75,2,2,2,West,1199.0,0,Relatively New,Furnished,4.6,Low,Mid Floor
flat,sector 66,3.9,3,4,3,North-East,2200.0,0,Relatively New,Unfurnished,3.75,Low,Low Floor
flat,sector 71,1.0,1,1,1,North-East,869.0,0,Moderately Old,Unfurnished,2.75,Low,Mid Floor
flat,sector 108,0.7,2,2,3,West,1548.0,0,Relatively New,Unfurnished,3.8,Low,Low Floor
flat,sohna road,0.9,2,2,2,East,1275.0,0,Relatively New,Unfurnished,3.6,Low,Mid Floor
flat,sector 95,0.6,2,2,3,North-East,1250.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 109,1.97,4,4,2,North-East,2380.0,1,Relatively New,Unfurnished,4.6,Low,High Floor
flat,sector 37,1.35,3,3,0,North-East,1820.0,0,New Property,Unfurnished,4.25,Low,Low Floor
flat,sector 37,0.75,2,2,3,North-East,1410.0,0,Moderately Old,Unfurnished,3.9,Low,High Floor
flat,sector 61,1.6,2,2,2,North,1533.0,1,Relatively New,Unfurnished,4.2,Medium,High Floor
flat,sohna road,0.395,2,2,1,South,669.0,0,New Property,Furnished,4.25,Medium,Low Floor
flat,sohna road,0.99,2,2,2,East,1045.0,0,New Property,Unfurnished,3.6,Low,Mid Floor
flat,sector 106,2.1,4,6,3+,South-East,2131.0,1,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 78,0.69,2,2,2,East,1422.0,0,Moderately Old,Unfurnished,4.25,Low,High Floor
flat,sector 89,1.0,2,2,2,East,1226.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 36,0.85,3,2,3,East,833.0,0,New Property,Unfurnished,3.8,Low,Low Floor
flat,sohna road,0.32,2,2,1,East,743.99,0,Relatively New,Unfurnished,3.6,Medium,Mid Floor
flat,sector 108,0.7,2,2,3,East,1720.0,0,Moderately Old,Furnished,4.38,Low,Low Floor
flat,sohna road,0.4,2,2,1,North-East,582.0,0,New Property,Furnished,4.25,Low,Low Floor
flat,sector 89,1.42,3,3,2,East,1581.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 95,0.38,2,2,2,North,716.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sohna road,0.26,2,2,2,East,640.0,0,Relatively New,Unfurnished,4.2,Low,Mid Floor
flat,sector 36,0.5,1,1,1,West,600.0,0,New Property,Unfurnished,3.8,Low,Mid Floor
flat,sector 72,6.5,4,4,3+,East,3846.0,1,Relatively New,Unfurnished,4.4,Low,Low Floor
flat,sector 79,1.9,3,4,2,East,2389.0,1,New Property,Unfurnished,3.75,Low,High Floor
flat,sohna road,0.85,2,2,3,East,978.0,0,New Property,Unfurnished,4.4,Low,Mid Floor
flat,sector 12,0.65,3,3,1,North-West,1167.0,0,New Property,Furnished,4.0,Low,Low Floor
flat,sohna road,0.26,2,2,2,East,521.0,0,Moderately Old,Unfurnished,4.25,Low,Low Floor
flat,sohna road,0.35,2,2,2,East,521.0,0,New Property,Unfurnished,4.2,Low,High Floor
flat,sector 37,1.05,3,3,3,North,1500.0,0,New Property,Furnished,4.7,Low,Mid Floor
flat,sector 37,0.9,3,3,3,South-West,1537.0,0,Moderately Old,Furnished,4.1,Medium,Mid Floor
flat,sector 63,8.5,4,4,0,West,3950.0,0,Relatively New,Unfurnished,4.25,Low,High Floor
flat,sector 76,0.75,2,2,2,North-East,665.0,0,Relatively New,Unfurnished,4.3,Low,High Floor
flat,sector 89,1.5,3,3,3,North,1944.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 104,1.75,4,5,3+,East,2582.0,1,New Property,Unfurnished,3.9,Low,Low Floor
flat,sector 79,1.9,3,4,3,North-East,1946.0,0,Relatively New,Unfurnished,3.75,Medium,High Floor
flat,sector 33,1.45,3,2,3,South,1512.0,0,New Property,Unfurnished,4.1,Low,Mid Floor
flat,sector 59,4.02,3,3,1,North-East,2550.0,0,Relatively New,Unfurnished,5.0,Low,Mid Floor
flat,sector 92,0.5,2,2,3,North-East,1000.0,0,Relatively New,Unfurnished,4.0,Low,Low Floor
flat,sector 66,3.98,3,4,3+,South-East,1991.0,1,Moderately Old,Furnished,4.8,Medium,Low Floor
flat,sohna road,0.5479999999999999,2,2,3,East,828.0,0,New Property,Unfurnished,4.8,Medium,Mid Floor
flat,sector 79,1.47,2,2,3,North-East,93.0,0,New Property,Unfurnished,4.7,Medium,Mid Floor
flat,sector 111,0.7,2,2,2,East,773.0,0,Relatively New,Unfurnished,4.9,Low,Mid Floor
flat,sohna road,2.6,2,2,2,North,6630.624,0,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 89,1.1,2,2,2,East,1226.0,0,New Property,Unfurnished,4.0,Medium,Mid Floor
flat,sector 36,2.2,2,2,2,North,1338.0,0,New Property,Unfurnished,3.8,Low,High Floor
flat,sector 95,0.55,3,2,2,East,866.0,0,New Property,Semi-Furnished,4.25,Low,High Floor
flat,sector 95,0.55,3,2,2,East,811.0,0,New Property,Furnished,4.25,Low,High Floor
flat,sector 89,1.16,3,3,2,South-East,1581.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 68,1.1,2,2,3,East,1244.0,0,New Property,Unfurnished,4.0,Medium,High Floor
flat,sector 33,1.2,2,2,0,East,85.0,0,Relatively New,Unfurnished,4.1,Low,High Floor
flat,sector 45,2.25,4,4,2,North,3194.0,1,Old Property,Semi-Furnished,4.25,Low,Mid Floor
flat,sector 76,3.35,3,4,3+,North-East,2111.0,1,Under Construction,Semi-Furnished,4.3,Medium,Mid Floor
flat,sector 79,2.69,3,4,3+,East,1946.0,1,New Property,Unfurnished,3.75,Low,Mid Floor
flat,sector 86,0.8,2,2,0,East,1360.0,0,Relatively New,Unfurnished,4.75,Low,Low Floor
flat,sector 95,0.35,2,2,0,East,637.0,0,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 81,0.6,2,2,1,East,814.0,0,Relatively New,Unfurnished,4.4,Low,Low Floor
flat,sohna road,0.46,2,2,2,East,789.0,0,Relatively New,Semi-Furnished,5.0,Low,Mid Floor
flat,sector 102,2.5,3,4,3+,North-East,1945.0,1,New Property,Furnished,4.9,Low,High Floor
flat,sector 81,0.6,2,2,1,East,1000.0,0,Relatively New,Unfurnished,4.4,Low,Low Floor
flat,sector 68,1.0,2,2,2,East,1361.0,1,New Property,Unfurnished,4.0,Low,High Floor
