property_type,sector,price,bedRoom,bathroom,balcony,facing,built_up_area,servant room,age_category,furnishing_type,combined_rating,luxury_category,floor_category
flat,sohna road,0.93,2,2,2,East,1000.0,0,Under Construction,Unfurnished,4.25,Low,Mid Floor
flat,sector 61,2.54,3,3,3,East,1822.0,0,Relatively New,Unfurnished,4.2,Low,Low Floor
flat,sector 57,1.5,3,2,3+,East,273.0,0,Moderately Old,Unfurnished,4.0,Low,Low Floor
flat,sector 90,0.7,2,2,3,East,1224.0,0,New Property,Unfurnished,4.8,Medium,Mid Floor
flat,sector 65,2.78,3,3,3,East,1654.0,0,Relatively New,Unfurnished,4.25,Low,High Floor
flat,sohna road,0.25,2,2,0,East,481.0,0,Relatively New,Unfurnished,4.3,Low,Low Floor
flat,sector 92,0.9,4,5,3+,East,1805.0,1,Relatively New,Unfurnished,3.6,Low,Mid Floor
flat,sector 90,0.96,3,4,3,North,1697.0,1,New Property,Unfurnished,4.8,Medium,Mid Floor
flat,sector 37,1.2,3,2,1,East,1900.0,1,Under Construction,Unfurnished,4.0,Low,Mid Floor
flat,sector 107,0.9,2,2,3+,East,1236.0,0,Relatively New,Furnished,4.6,Low,Mid Floor
flat,sector 102,0.45,1,1,2,North,750.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 11,0.36,2,2,0,East,699.0,0,Old Property,Unfurnished,4.25,Low,High Floor
flat,gwal pahari,5.9,4,4,3+,East,5350.0,0,Moderately Old,Unfurnished,4.5,Medium,Low Floor
flat,sohna road,0.32,2,1,0,East,476.0,0,Relatively New,Unfurnished,4.2,Low,Low Floor
flat,sector 37,1.2,3,3,3,North-East,1647.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 95,0.56,2,2,3,East,896.0,0,New Property,Unfurnished,4.4,Low,High Floor
flat,sector 79,1.4,3,3,3,North,1656.0,0,New Property,Furnished,4.8,Medium,Low Floor
flat,sector 31,1.25,2,2,2,East,1200.0,0,Old Property,Unfurnished,3.6,Low,Low Floor
flat,sector 33,1.5,2,2,3+,South-East,1539.0,0,Relatively New,Unfurnished,4.1,Medium,Low Floor
flat,sector 68,2.22,3,2,3,East,1403.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,gwal pahari,1.5,4,4,3+,North,2013.0,1,Old Property,Unfurnished,4.5,Medium,Mid Floor
flat,sector 79,1.85,3,4,3,South,1643.0,1,New Property,Unfurnished,4.8,Low,High Floor
flat,sector 61,1.6,2,2,2,East,1278.0,0,Under Construction,Unfurnished,4.2,Low,Mid Floor
flat,sector 108,2.15,3,4,3+,East,4600.0,0,Relatively New,Unfurnished,4.38,Low,High Floor
flat,sohna road,0.3,2,2,2,East,524.0,0,Relatively New,Semi-Furnished,4.2,Medium,Mid Floor
flat,sector 68,1.32,2,2,2,East,1460.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 63,3.0,3,3,3,East,2000.0,0,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 89,1.2,3,3,2,East,1423.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 33,1.39,3,2,3+,East,1333.0,0,New Property,Unfurnished,4.1,Medium,High Floor
flat,sector 65,3.0,3,3,3,East,1654.0,0,Relatively New,Unfurnished,4.25,Medium,High Floor
flat,sector 89,1.5,3,3,3,East,1923.0,1,Relatively New,Unfurnished,4.3,Medium,Mid Floor
flat,sector 56,2.0,4,4,2,North,2081.0,0,Relatively New,Unfurnished,4.5,Low,Mid Floor
flat,sector 14,2.75,4,5,3+,East,2200.0,1,Old Property,Semi-Furnished,3.5,Medium,Mid Floor
flat,sector 111,0.36,1,1,1,East,450.0,0,Relatively New,Unfurnished,4.9,Low,Mid Floor
flat,sector 4,0.21,1,1,1,East,500.0,0,Relatively New,Unfurnished,4.25,Low,Low Floor
flat,sector 104,0.255,1,1,2,North-East,301.0,0,Relatively New,Unfurnished,4.0,Medium,Low Floor
flat,sector 107,1.8,3,4,3+,East,1837.0,1,Relatively New,Unfurnished,4.6,Medium,Low Floor
flat,sector 36,4.1,3,4,3,East,2820.0,0,New Property,Semi-Furnished,3.8,Low,High Floor
flat,sector 79,1.3,2,2,3,North-East,1423.0,0,New Property,Unfurnished,4.7,Low,Mid Floor
flat,sector 95,0.45,2,2,2,North,695.0,0,New Property,Unfurnished,4.88,Low,High Floor
flat,sector 107,0.6,3,2,2,South,750.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 107,0.4,2,2,1,South,577.0,0,Relatively New,Furnished,4.0,Low,Mid Floor
flat,sector 22,1.99,2,2,2,North-East,1285.0,1,New Property,Unfurnished,4.5,Low,Mid Floor
flat,sector 22,1.99,2,2,2,North-East,1285.0,0,New Property,Unfurnished,4.5,Low,Mid Floor
flat,sohna road,0.74,2,2,3+,North-East,1367.0,0,Relatively New,Unfurnished,4.25,Low,High Floor
flat,sector 89,1.28,3,3,2,East,1611.0,0,Relatively New,Unfurnished,4.0,Medium,Mid Floor
flat,sector 61,1.6,2,2,2,North-East,1278.0,0,New Property,Unfurnished,4.2,Low,Mid Floor
flat,sector 89,0.9704,2,2,2,East,1371.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 77,0.86,2,2,2,North,1214.0,0,New Property,Furnished,4.6,Low,High Floor
flat,sector 70,1.25,2,2,2,North-East,1402.0,0,New Property,Unfurnished,4.25,Low,High Floor
flat,sector 63,3.23,3,3,3,West,1640.0,1,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 107,0.25,1,1,0,South,318.0,0,Relatively New,Unfurnished,4.0,Low,Low Floor
flat,sector 70,1.1,2,2,3+,East,1312.0,0,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 81,0.48,2,2,1,South-East,613.0,0,Relatively New,Furnished,3.5,Low,Mid Floor
flat,sector 65,1.8,2,2,3,East,1456.0,0,New Property,Unfurnished,4.25,Low,High Floor
flat,sector 63,7.9,4,4,3+,West,3950.0,0,Under Construction,Unfurnished,4.25,Low,High Floor
flat,sector 37,0.95,2,2,3+,South-West,1179.0,0,Relatively New,Furnished,4.7,Medium,High Floor
flat,sector 95,0.365,2,2,2,East,717.0,0,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 36,0.24,1,1,1,North-East,458.0,0,New Property,Furnished,5.0,Low,Mid Floor
flat,sohna road,0.45,2,2,2,East,789.0,0,Relatively New,Semi-Furnished,4.25,Low,Mid Floor
flat,sector 37,0.65,2,2,3,North-East,625.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 65,2.01,2,2,3,North-East,1482.0,0,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 89,1.0,2,2,2,East,1230.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 53,6.02,3,3,3,North-East,2892.0,0,Under Construction,Unfurnished,4.5,Medium,High Floor
flat,sector 89,0.9,2,2,2,East,1105.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 76,3.5,3,4,3,North-East,2937.0,0,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 85,1.3,2,2,3,East,1130.0,0,Relatively New,Unfurnished,4.88,Medium,High Floor
flat,sector 86,0.5,2,2,2,East,573.0,0,Old Property,Unfurnished,4.75,Low,Mid Floor
flat,sohna road,0.35,2,2,2,North,658.0,0,New Property,Unfurnished,4.25,Low,High Floor
flat,sohna road,0.25,1,1,1,East,600.0,0,Relatively New,Unfurnished,3.6,Low,High Floor
flat,manesar,0.5,2,2,0,East,1300.0,0,Under Construction,Unfurnished,3.88,Low,Mid Floor
flat,sector 84,0.27,1,1,1,North-East,387.0,0,Relatively New,Semi-Furnished,4.0,Low,High Floor
flat,sector 56,1.7,3,2,3,North,1585.0,0,Old Property,Unfurnished,4.7,Medium,Mid Floor
flat,sector 89,1.16,3,2,3,East,998.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 107,1.01,2,2,3+,East,1200.0,0,New Property,Unfurnished,4.6,Medium,High Floor
flat,sector 107,0.5,2,2,2,East,622.0,0,New Property,Unfurnished,2.25,Low,High Floor
flat,sector 36,0.82,3,2,3,East,1201.0,0,New Property,Unfurnished,3.8,Low,Low Floor
flat,sector 85,1.1,3,4,3,East,1467.0,1,Moderately Old,Semi-Furnished,3.8,Low,Mid Floor
flat,sector 47,0.65,1,1,2,East,599.0,0,Old Property,Unfurnished,4.8,Low,Mid Floor
flat,sector 61,1.58,2,2,2,South,1278.0,0,New Property,Unfurnished,4.2,Low,Mid Floor
flat,sector 30,0.85,2,2,1,West,734.0,0,Old Property,Furnished,5.0,Low,Low Floor
flat,sector 79,1.25,2,2,3,East,1383.0,0,Relatively New,Unfurnished,3.75,Low,Low Floor
flat,sector 36,0.72,3,2,3,East,978.0,0,Under Construction,Unfurnished,3.8,Low,Mid Floor
flat,sector 49,0.87,1,1,1,East,500.0,0,Relatively New,Unfurnished,4.5,Low,Low Floor
flat,sector 79,1.7,3,4,3+,East,1659.0,1,New Property,Unfurnished,4.4,Medium,Mid Floor
flat,sector 70,2.35,4,4,3+,East,2667.0,1,Moderately Old,Furnished,3.8,Low,Mid Floor
flat,sector 88a,0.5,3,2,2,North-West,663.0,0,New Property,Unfurnished,4.7,Low,Low Floor
flat,sector 79,1.41,2,2,3,North-East,1747.0,0,New Property,Unfurnished,4.7,Medium,Mid Floor
flat,sector 92,0.99,3,2,3,East,1661.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 69,3.25,4,5,3+,West,2910.0,0,Relatively New,Unfurnished,4.7,Low,High Floor
flat,sector 63,3.5,3,3,3,West,1500.0,0,Under Construction,Unfurnished,4.25,Low,Low Floor
flat,sector 48,2.5,4,5,3,South-East,2167.0,0,Moderately Old,Furnished,4.2,Low,Low Floor
flat,sector 76,0.5,2,2,1,North,844.0,0,Relatively New,Unfurnished,4.3,Medium,Mid Floor
flat,sector 61,2.25,3,3,2,East,1721.0,0,Relatively New,Unfurnished,4.2,Low,Mid Floor
flat,sector 21,1.4,5,4,2,East,2172.0,0,Moderately Old,Unfurnished,4.62,Low,Low Floor
flat,sector 85,0.9,3,3,2,East,1402.0,0,Relatively New,Unfurnished,3.8,Medium,High Floor
flat,sohna road,0.36,2,2,1,North,522.0,0,New Property,Unfurnished,4.25,Low,Low Floor
flat,sector 56,0.65,1,1,1,North,839.0,0,Moderately Old,Unfurnished,4.5,Medium,Low Floor
flat,sector 79,1.3,2,2,2,East,1330.0,0,Relatively New,Furnished,4.4,Medium,Mid Floor
flat,sector 86,0.67,2,2,1,East,1231.0,0,Relatively New,Unfurnished,4.75,Medium,Mid Floor
flat,sohna road,0.25,1,1,1,North-East,386.0,0,Relatively New,Unfurnished,5.0,Low,Low Floor
flat,sector 56,0.58,1,1,1,North,672.0,0,Old Property,Unfurnished,4.4,Low,Low Floor
flat,sector 5,0.255,1,1,1,North-East,648.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 86,0.6,3,2,2,East,833.0,0,New Property,Unfurnished,4.75,Low,Low Floor
flat,sector 86,0.5,2,2,1,East,668.0,0,Relatively New,Unfurnished,4.75,Low,Low Floor
flat,sector 33,1.35,3,2,3+,North-East,1484.0,0,New Property,Unfurnished,4.1,Low,Mid Floor
flat,sector 70,1.13,3,3,2,North-East,1457.0,0,Relatively New,Unfurnished,3.62,Low,Low Floor
flat,sector 109,1.6,4,1,0,North,3008.0,0,New Property,Unfurnished,3.6,Low,Low Floor
flat,sector 89,0.65,2,2,2,North-East,1390.0,0,Relatively New,Unfurnished,4.0,Low,High Floor
flat,sohna road,0.32,2,2,2,North,616.0,0,Relatively New,Furnished,4.25,Low,High Floor
flat,sector 103,0.8,2,2,0,East,1450.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 28,5.5,4,5,3+,East,3406.0,1,Moderately Old,Furnished,3.88,Low,Mid Floor
flat,sector 37,0.95,2,2,0,North-East,1578.0,1,Under Construction,Unfurnished,4.25,Low,High Floor
flat,sector 84,1.2,2,2,1,South-West,1149.0,0,Relatively New,Unfurnished,4.4,Low,Mid Floor
flat,sector 61,1.55,2,2,1,East,1041.0,0,Relatively New,Unfurnished,4.2,Low,Mid Floor
flat,sohna road,0.298,2,2,2,East,743.0,0,Relatively New,Unfurnished,3.6,Low,Mid Floor
flat,sector 76,1.92,3,3,2,North-East,1672.0,0,Relatively New,Unfurnished,4.3,Low,Low Floor
flat,sector 106,1.82,3,2,2,East,1359.0,0,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 89,0.5,2,2,1,East,672.0,0,Relatively New,Semi-Furnished,4.0,Low,Mid Floor
flat,sector 89,0.25,1,1,1,East,430.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 92,1.07,4,3,3,East,2040.0,1,Under Construction,Unfurnished,4.0,Medium,Mid Floor
flat,sector 90,0.8,2,3,2,East,1350.0,0,Relatively New,Unfurnished,4.8,Low,Low Floor
flat,sector 82,0.62,1,1,0,East,650.0,0,Relatively New,Unfurnished,5.0,Low,Mid Floor
flat,sector 33,1.25,2,2,3,East,1385.0,0,New Property,Unfurnished,4.1,Low,High Floor
flat,sector 89,0.88,2,2,0,East,1103.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 82,0.8,2,2,3,North-East,1383.0,0,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 33,1.1,2,2,2,North,1533.0,0,New Property,Unfurnished,4.1,Low,High Floor
flat,sector 92,0.85,3,2,2,East,1261.0,0,Relatively New,Unfurnished,4.0,Low,High Floor
flat,sector 52,5.0,5,7,3+,East,5778.0,1,Moderately Old,Unfurnished,4.5,Low,Low Floor
flat,sector 88a,1.45,3,3,3,North-West,1993.0,0,Relatively New,Unfurnished,4.7,Low,High Floor
flat,sector 85,2.5,4,5,3+,North-East,2013.0,0,Relatively New,Furnished,4.88,Low,High Floor
flat,sector 89,1.25,3,3,3,North,1288.0,0,Relatively New,Unfurnished,4.0,Low,Low Floor
flat,sector 6,0.48,3,2,2,East,111.0,0,Moderately Old,Unfurnished,4.5,Low,Low Floor
flat,sector 67,2.0,3,3,3,North,1584.0,0,New Property,Unfurnished,4.5,Low,High Floor
flat,sector 37,0.55,1,1,0,North-East,669.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sohna road,0.32,2,2,1,East,644.0,0,New Property,Unfurnished,3.6,Low,Mid Floor
flat,sector 86,0.82,2,2,1,East,1300.0,0,New Property,Unfurnished,4.75,Low,High Floor
flat,sector 104,0.4,2,2,1,North-East,515.0,0,Relatively New,Unfurnished,4.0,Low,High Floor
flat,sector 33,1.15,2,2,2,East,103.0,0,Relatively New,Unfurnished,4.1,Low,High Floor
flat,sector 84,0.945,3,2,3+,North,1222.0,0,New Property,Furnished,3.8,Medium,Mid Floor
flat,sector 52,5.0,5,5,3+,East,5200.0,0,Moderately Old,Unfurnished,4.5,Low,Low Floor
flat,sector 92,0.75,3,2,2,East,1556.0,0,Relatively New,Unfurnished,4.0,Low,High Floor
flat,sector 85,1.3,2,2,2,East,1484.0,0,New Property,Unfurnished,4.3,Medium,High Floor
flat,sector 84,1.5,3,3,3,South-West,1849.0,1,New Property,Unfurnished,4.0,Medium,Low Floor
flat,sector 92,1.25,3,3,3,East,2278.0,1,Relatively New,Unfurnished,4.0,Low,High Floor
flat,sohna road,0.65,2,1,2,East,913.0,0,New Property,Unfurnished,4.8,Medium,Mid Floor
flat,sector 10,0.9,2,2,3,East,1086.0,0,New Property,Unfurnished,4.75,Low,Mid Floor
flat,sector 88,0.92,2,2,3,North,1350.0,0,New Property,Unfurnished,4.3,Low,Mid Floor
flat,sector 92,1.3,4,4,0,East,2040.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 63,3.0,3,3,3+,North-West,1642.0,1,Relatively New,Furnished,4.0,Low,High Floor
flat,sohna road,0.68,2,2,2,East,916.0,0,New Property,Unfurnished,4.8,Medium,Mid Floor
flat,sector 89,1.33,3,3,3,North-West,1423.0,0,Relatively New,Unfurnished,4.0,Medium,Mid Floor
flat,sector 107,0.8,2,2,3+,East,1236.0,0,New Property,Unfurnished,4.6,Low,High Floor
flat,sector 89,1.55,3,2,3,East,1403.0,0,Moderately Old,Furnished,4.0,Medium,Mid Floor
flat,sector 99,0.35,2,2,1,North-East,606.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 92,0.49,2,2,2,East,1109.0,0,Relatively New,Unfurnished,3.6,Medium,Low Floor
flat,sector 109,2.3,3,4,3+,East,2339.0,1,New Property,Unfurnished,4.6,Low,Mid Floor
flat,sector 67,1.5,2,2,2,North,1500.0,0,Relatively New,Furnished,4.5,Low,Mid Floor
flat,sector 33,1.25,2,2,3+,East,1539.0,0,Under Construction,Unfurnished,4.1,Low,High Floor
flat,sector 77,1.0,2,2,2,North,1489.0,0,New Property,Unfurnished,4.6,Low,Mid Floor
flat,sector 89,1.6,3,3,3,East,1774.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 95,1.1,4,3,3,North,2824.0,1,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 92,1.7,3,4,2,East,1475.0,0,Relatively New,Unfurnished,4.0,Low,Low Floor
flat,sector 76,1.46,4,6,3+,North-East,2398.0,1,New Property,Unfurnished,4.3,Low,Mid Floor
flat,sector 63,1.65,2,2,2,East,978.0,0,Relatively New,Unfurnished,4.25,Low,Low Floor
flat,sector 88a,2.65,3,3,3+,North-West,1485.432,0,New Property,Unfurnished,4.7,Medium,Mid Floor
flat,sector 103,0.3,1,2,2,North,402.0,0,New Property,Unfurnished,4.6,Low,Mid Floor
flat,sector 104,0.65,3,2,2,North-East,848.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 61,2.57,3,3,2,North-East,1811.0,0,Under Construction,Unfurnished,4.2,Low,Mid Floor
flat,sector 92,0.78,2,2,3,East,846.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 95,0.33,2,2,1,South,694.0,0,New Property,Furnished,4.1,Low,High Floor
flat,sector 33,1.2,2,2,2,East,1492.0,0,New Property,Unfurnished,4.4,Low,Low Floor
flat,sector 3 phase 2,0.4,3,2,1,East,1000.0,0,Relatively New,Unfurnished,3.88,Low,Mid Floor
flat,sector 15,0.43,2,2,1,East,856.0,0,Relatively New,Furnished,4.12,Low,Low Floor
flat,sector 81,4.5,4,6,3+,North-East,3801.0,1,Relatively New,Furnished,5.0,Low,High Floor
flat,sector 107,0.38,2,2,2,East,627.0,0,Relatively New,Semi-Furnished,4.0,Low,Mid Floor
flat,sector 36,0.75,2,2,2,North-East,856.0,0,Relatively New,Unfurnished,3.8,Low,Mid Floor
flat,sector 113,3.21,3,3,3,North,2281.0,0,New Property,Unfurnished,4.3,Low,Mid Floor
flat,sohna road,0.35,2,2,2,West,616.0,0,New Property,Unfurnished,4.25,Low,High Floor
flat,sector 78,0.75,2,2,1,East,1239.0,0,Moderately Old,Unfurnished,4.25,Low,Mid Floor
flat,sector 92,0.95,4,3,3,North,1770.0,0,Moderately Old,Unfurnished,4.0,Low,Mid Floor
flat,sector 81,0.9,3,3,0,East,1780.0,0,Relatively New,Unfurnished,4.12,Low,Mid Floor
flat,sector 93,0.85,2,2,0,North,597.0,0,Relatively New,Unfurnished,4.2,Low,Mid Floor
flat,sector 76,1.92,3,3,2,North-East,1628.0,0,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 89,1.2,3,3,2,East,1423.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 37,1.1,3,3,1,North,1500.0,0,Relatively New,Unfurnished,4.0,Low,Low Floor
flat,sector 43,6.5,4,4,3+,West,2712.0,1,Moderately Old,Unfurnished,5.0,Low,Mid Floor
flat,sector 61,1.85,2,2,2,East,1389.0,0,New Property,Unfurnished,4.2,Low,Mid Floor
flat,gwal pahari,1.38,2,2,2,East,1130.0,0,Under Construction,Furnished,4.5,Medium,Mid Floor
flat,sector 14,4.26,4,4,0,East,3250.0,0,Old Property,Unfurnished,3.5,Low,Mid Floor
flat,sector 102,1.42,2,2,3,North-East,1368.0,0,Relatively New,Unfurnished,4.12,Low,High Floor
flat,sector 36,2.3,2,2,2,East,1479.0,0,New Property,Unfurnished,3.8,Low,High Floor
flat,sector 63,3.7,3,3,3+,North,2667.0,0,Relatively New,Unfurnished,4.25,Low,Low Floor
flat,sector 104,0.22,1,2,2,North-East,335.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 37,0.6,2,2,3,North-East,625.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 111,1.65,3,4,3+,East,2104.0,1,Under Construction,Unfurnished,4.2,Low,High Floor
flat,sector 104,0.2,1,2,2,North-East,334.0,0,New Property,Unfurnished,3.88,Low,Mid Floor
flat,sector 92,0.75,3,4,3,East,1778.0,0,Moderately Old,Unfurnished,4.0,Medium,Low Floor
flat,sector 48,4.3,4,5,3+,East,3444.0,1,New Property,Unfurnished,4.25,Medium,Mid Floor
flat,sector 70,1.9,3,3,3,North-East,1765.0,1,New Property,Unfurnished,4.5,Low,Mid Floor
flat,sector 28,2.2,3,4,3+,East,1956.0,1,Moderately Old,Semi-Furnished,3.88,Low,Mid Floor
flat,sector 39,2.0,3,3,3+,East,2400.0,0,Old Property,Unfurnished,4.25,Low,Low Floor
flat,sector 102,0.95,2,2,2,North-West,915.0,0,Relatively New,Unfurnished,4.12,Low,High Floor
flat,sector 102,0.95,2,2,2,North-East,915.0,0,Relatively New,Unfurnished,4.12,Low,High Floor
flat,sector 95,0.4,3,2,2,East,761.0,0,New Property,Unfurnished,4.1,Low,Mid Floor
flat,sector 88a,1.62,3,2,3+,East,1463.0,0,Relatively New,Semi-Furnished,4.7,Low,Mid Floor
flat,sector 1,0.85,3,3,0,East,2200.0,0,Moderately Old,Unfurnished,4.25,Low,Mid Floor
flat,sector 33,0.4,2,2,2,East,623.0,0,New Property,Unfurnished,3.75,Low,Mid Floor
flat,sector 65,3.5,3,3,3,East,2282.0,1,New Property,Furnished,4.25,Medium,High Floor
flat,sector 37,1.36,3,3,3,North-East,1535.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 61,2.41,3,3,3,East,1630.0,0,New Property,Furnished,4.2,Low,Low Floor
flat,sector 102,1.1,2,2,1,North-East,915.0,0,Relatively New,Unfurnished,4.12,Low,Mid Floor
flat,sector 33,2.5,3,3,2,North-East,2093.0,0,New Property,Unfurnished,4.25,Low,Low Floor
flat,sector 61,1.47,2,2,2,North-East,1278.0,0,New Property,Unfurnished,4.2,Low,Mid Floor
flat,sohna road,0.24,1,1,1,West,378.0,0,Relatively New,Unfurnished,4.3,Low,High Floor
flat,sector 43,4.2,3,4,2,East,1946.0,0,Relatively New,Unfurnished,5.0,Low,Mid Floor
flat,sector 99,2.45,3,4,3,East,2516.0,1,New Property,Furnished,4.38,Medium,Low Floor
flat,sector 79,1.65,3,3,0,South,1815.0,0,Relatively New,Unfurnished,4.8,Low,High Floor
flat,sector 85,1.75,3,3,2,East,1825.0,0,Relatively New,Unfurnished,4.88,Low,High Floor
flat,sector 63,1.4,2,2,2,East,1372.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 95,0.45,2,2,2,East,632.0,0,New Property,Furnished,3.8,Low,Low Floor
flat,manesar,0.68,3,3,3,East,1526.0,0,Moderately Old,Unfurnished,4.2,Low,Low Floor
flat,sector 89,1.0,2,2,3,East,1233.0,0,New Property,Unfurnished,4.0,Medium,Mid Floor
flat,sector 104,2.0,3,4,3+,East,2072.0,1,Relatively New,Unfurnished,4.7,Low,Mid Floor
flat,sohna road,0.75,2,2,2,East,1350.0,0,Moderately Old,Unfurnished,4.25,Low,Mid Floor
flat,sector 99,3.25,4,4,3+,East,3041.0,1,New Property,Unfurnished,4.38,Medium,Low Floor
flat,sohna road,1.1,2,2,3+,East,1319.0,0,Relatively New,Furnished,4.4,Low,High Floor
flat,sector 86,1.45,3,2,3,North-East,1480.0,0,Relatively New,Semi-Furnished,4.2,Low,Mid Floor
flat,sector 99,3.2,4,4,0,North-East,3225.0,0,Relatively New,Unfurnished,4.38,Low,Mid Floor
flat,sector 93,0.4,2,2,2,North,604.0,0,New Property,Unfurnished,4.2,Low,High Floor
flat,sector 89,0.95,2,2,2,East,1226.0,1,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 59,4.25,3,4,3,North-East,2077.0,0,Relatively New,Unfurnished,5.0,Low,Mid Floor
flat,sector 107,0.37,2,2,2,East,615.0,0,New Property,Unfurnished,2.25,Low,Mid Floor
flat,sector 93,1.25,3,4,2,North-East,1350.0,0,Relatively New,Furnished,4.2,Low,High Floor
flat,sector 69,0.75,2,2,2,North-East,1100.0,0,Moderately Old,Unfurnished,4.0,Low,Mid Floor
flat,sector 79,2.0,3,4,3+,North-East,2629.0,1,Relatively New,Furnished,4.7,Medium,Low Floor
flat,sector 82,3.5,5,5,3+,North-East,2896.0,0,Relatively New,Semi-Furnished,4.6,Low,High Floor
flat,sector 28,1.91,2,2,2,East,1278.0,0,New Property,Semi-Furnished,4.4,Medium,High Floor
flat,sector 37,1.0,3,3,3+,North-East,1602.0,0,Moderately Old,Unfurnished,3.9,Low,High Floor
flat,sector 33,1.4,3,3,3,North-East,588.0,0,Relatively New,Unfurnished,4.25,Low,Low Floor
flat,sohna road,0.35,2,2,2,East,556.0,0,Relatively New,Unfurnished,4.2,Low,Mid Floor
flat,sector 104,0.82,2,2,3,East,86.0,0,Relatively New,Unfurnished,3.9,Medium,High Floor
flat,sohna road,0.88,2,2,2,East,1016.0,0,Relatively New,Semi-Furnished,3.6,Medium,High Floor
flat,sohna road,0.55,2,2,3,East,913.0,0,Relatively New,Unfurnished,4.8,Low,Mid Floor
flat,sector 67,1.2,3,3,2,East,200.0,0,Relatively New,Unfurnished,4.1,Low,Low Floor
flat,sector 74,1.78,2,2,3+,South,1582.0,0,Relatively New,Unfurnished,4.3,Low,High Floor
flat,sector 65,1.9,2,2,2,East,1358.0,0,Relatively New,Unfurnished,4.25,Low,High Floor
flat,sohna road,0.26,2,2,1,East,535.0,0,Relatively New,Unfurnished,4.3,Medium,Mid Floor
flat,sector 81,0.89,2,2,2,North,1194.0,0,Relatively New,Unfurnished,4.12,Low,Mid Floor
flat,sector 61,1.6,2,2,2,East,1278.0,0,New Property,Unfurnished,4.2,Medium,Mid Floor
flat,sector 24,14.0,4,5,3,East,7534.799999999999,0,Old Property,Unfurnished,4.5,Low,Mid Floor
flat,sector 86,0.9,3,3,2,East,1690.0,0,New Property,Unfurnished,4.75,Low,Mid Floor
flat,sector 37,1.1,3,3,3,North-East,1990.0,0,Relatively New,Unfurnished,3.9,Low,Mid Floor
flat,sector 89,0.95,2,2,2,East,804.0,0,Relatively New,Unfurnished,4.0,Medium,Low Floor
flat,sector 90,0.47,2,2,1,East,767.0,0,New Property,Unfurnished,3.8,Low,Low Floor
flat,sector 12,2.7,4,3,3,North-East,3150.0,0,Old Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 79,0.95,2,2,3,North-East,1385.0,0,New Property,Unfurnished,3.75,Low,Mid Floor
